Branch_ID,Part_Number,Period,Actual,Pred_Croston,Pred_SARIMA,Actual_Demand_Qty,Pred_LightGBM,Pred_Ensemble
PLU,SC-ENG-0009,2024-10-01,0.0,0.6427086287308605,-0.0370318262551901,0.0,2.104027642248909,2.623509441570488
PLU,SC-ENG-0009,2024-11-01,0.0,0.6427086287308605,1.061527566831156,0.0,2.580085634909133,3.035032315779381
PLU,SC-ENG-0009,2024-12-01,0.0,0.6427086287308605,2.525947613551433,0.0,2.216482329580629,2.7207196068497455
SMD,SC-ENG-0001,2024-07-01,3.0,0.4011411377363666,0.9961133254377478,3.0,1.9768443691990436,2.506012820020815
SMD,SC-ENG-0001,2024-08-01,0.0,0.4011411377363666,-0.9145524920821622,0.0,1.7437628462810604,2.3045281695894673
SMD,SC-ENG-0001,2024-09-01,0.0,0.4011411377363666,3.0291754719152277,0.0,1.436586835159267,2.0389933882522575
SMD,SC-ENG-0001,2024-10-01,0.0,0.4011411377363666,2.740196277721431,0.0,1.1484404710514342,1.789908567119697
SMD,SC-ENG-0001,2024-11-01,0.0,0.4011411377363666,1.697053275893623,0.0,1.3343150306162062,1.950585699262716
SMD,SC-ENG-0001,2024-12-01,0.0,0.4011411377363666,3.0415633292677766,0.0,1.6485404672624095,2.2222142756796295
SRG,SC-SUS-0019,2024-07-01,0.0,3.5199518628199944,0.0648729843982724,0.0,6.902249906267386,6.861257210615871
SRG,SC-SUS-0019,2024-08-01,0.0,3.5199518628199944,2.0331661413278344,0.0,5.781905361505835,5.892788212567581
SRG,SC-SUS-0019,2024-09-01,0.0,3.5199518628199944,2.593167843617164,0.0,6.063581225481941,6.1362796840393194
SRG,SC-SUS-0019,2024-10-01,0.0,3.5199518628199944,5.76081349597142,0.0,5.555673322090271,5.697224519627169
SRG,SC-SUS-0019,2024-11-01,0.0,3.5199518628199944,1.1970450547453249,0.0,5.393181003095662,5.556759897290166
SRG,SC-SUS-0019,2024-12-01,20.0,3.5199518628199944,21.145511674123924,20.0,5.630458244629625,5.761871488579227
MRK,SC-ENG-0013,2024-08-01,0.0,7.052266275037474,8.550655260314091,0.0,2.7419794055211937,3.3754245395552065
MRK,SC-ENG-0013,2024-10-01,0.0,7.052266275037474,21.31903546347524,0.0,2.927083186708665,3.5354353811661996
MRK,SC-ENG-0013,2024-11-01,29.0,7.052266275037474,6.385259675788669,29.0,2.966656983478414,3.569644496108355
MRK,SC-ENG-0013,2024-12-01,0.0,7.052266275037474,1.4692265369602726,0.0,5.410875816118426,5.682521445369932
BPN2,SC-TWA-0013,2024-07-01,0.0,16.293144360182364,0.9161583430681992,0.0,6.248897283124691,6.695927909260146
BPN2,SC-TWA-0013,2024-08-01,31.0,16.293144360182364,0.2830403727820583,31.0,5.825519118579575,6.329943508541882
BPN2,SC-TWA-0013,2024-09-01,39.0,16.293144360182364,5.334396854935001,39.0,6.277885412624571,6.720986365485341
BPN2,SC-TWA-0013,2024-10-01,10.0,16.293144360182364,7.036330141296471,10.0,6.605108607327391,7.0038507048475225
BPN2,SC-TWA-0013,2024-11-01,26.0,16.293144360182364,1.4770598442776972,26.0,8.013518603088997,8.221334579619946
BPN2,SC-TWA-0013,2024-12-01,29.0,16.293144360182364,36.57544226754892,29.0,15.095100175662584,14.342926586521063
LHK,SC-BRK-0008,2024-07-01,0.0,0.0899187654942258,-0.2231740557232566,0.0,0.2839998330677821,1.0329199631050257
LHK,SC-BRK-0008,2024-08-01,0.0,0.0899187654942258,1.2826724154281364,0.0,0.4414766037860611,1.1690489522329834
LHK,SC-BRK-0008,2024-09-01,0.0,0.0899187654942258,-0.0354592747927799,0.0,0.0,0.7874195631940534
LHK,SC-BRK-0008,2024-10-01,0.0,0.0899187654942258,1.1360563168632054,0.0,0.0,0.7874195631940534
LHK,SC-BRK-0008,2024-11-01,0.0,0.0899187654942258,0.5701242670548616,0.0,0.0,0.7874195631940534
LHK,SC-BRK-0008,2024-12-01,0.0,0.0899187654942258,-0.6084552724750285,0.0,0.0633613049516117,0.8421915168831571
BJM,SC-FUE-0008,2024-07-01,0.0,0.0208333333333333,0.0417354222063881,0.0,0.2004343599456597,0.9585222508536243
BJM,SC-FUE-0008,2024-09-01,0.0,0.0208333333333333,0.0417354222049371,0.0,0.0,0.7852590661854311
BJM,SC-FUE-0008,2024-10-01,0.0,0.0208333333333333,0.0417354222049367,0.0,0.1954432819745954,0.9542077707194382
BJM,SC-FUE-0008,2024-11-01,0.0,0.0208333333333333,0.0417354222049002,0.0,0.2350170787443441,0.988416885661594
BJM,SC-FUE-0008,2024-12-01,0.0,0.0208333333333333,0.0417354222060429,0.0,0.4844155415917521,1.2040065277569374
SMD,SC-ENG-0010,2024-09-01,0.0,0.2391220780744376,-3.1439042480462964,0.0,0.0,0.7920855730954661
SMD,SC-ENG-0010,2024-11-01,0.0,0.2391220780744376,-0.5999247328227371,0.0,0.254483463404107,1.0120708856274154
SMD,SC-ENG-0010,2024-12-01,0.0,0.2391220780744376,-0.6103973932690561,0.0,0.5751330562886523,1.289252750257802
PDG,SC-ENG-0015,2024-07-01,0.0,0.2413394919168591,0.0631928176022004,0.0,0.644721123443588,1.349476701956938
PDG,SC-ENG-0015,2024-08-01,0.0,0.2413394919168591,0.0631801881490819,0.0,0.4996379805866154,1.2240612423526833
PDG,SC-ENG-0015,2024-09-01,0.0,0.2413394919168591,0.063127577312052,0.0,0.3297008373756928,1.0771610270696255
PDG,SC-ENG-0015,2024-12-01,0.0,0.2413394919168591,0.0771358582631945,0.0,0.8138479811861669,1.495676475256028
KDI,SC-ENG-0010,2024-07-01,0.0,0.8901597565614301,-0.1591072807853261,0.0,0.4266096840605002,1.1812232147681256
KDI,SC-ENG-0010,2024-08-01,0.0,0.8901597565614301,-1.201272379596987,0.0,1.2883833815258063,1.9261736081368268
KDI,SC-ENG-0010,2024-09-01,0.0,0.8901597565614301,-0.1590743993973802,0.0,0.8498520346287461,1.547090212651061
KDI,SC-ENG-0010,2024-10-01,0.0,0.8901597565614301,6.209319374319212,0.0,1.1818424854901108,1.834075551947498
KDI,SC-ENG-0010,2024-11-01,0.0,0.8901597565614301,-0.1588626620233015,0.0,1.35447964429962,1.9833097647616764
KDI,SC-ENG-0010,2024-12-01,0.0,0.8901597565614301,-0.1577213223203327,0.0,2.350921429953474,2.8446724431250803
KPG,SC-BRK-0008,2024-07-01,0.0,1.0197393754963913,0.8537789509374365,0.0,0.4312190888109031,1.1892600833188751
KPG,SC-BRK-0008,2024-08-01,0.0,1.0197393754963913,-0.7007890806206669,0.0,0.5886958595291821,1.325389072446833
KPG,SC-BRK-0008,2024-09-01,0.0,1.0197393754963913,-0.7073533121240445,0.0,0.1105079326593996,0.9120250010281303
KPG,SC-BRK-0008,2024-10-01,0.0,1.0197393754963913,-0.7073085738539904,0.0,0.395313721813623,1.1582221004385167
KPG,SC-BRK-0008,2024-11-01,0.0,1.0197393754963913,-0.2627725979641143,0.0,0.434887518583372,1.1924312153806729
KPG,SC-BRK-0008,2024-12-01,0.0,1.0197393754963913,-0.7064212739523692,0.0,0.6736349466208025,1.3988136925383836
KPG,SC-TWA-0005,2024-07-01,0.0,0.7499864864864865,0.2096593760437719,0.0,1.1320367384865089,1.7866379300122235
KPG,SC-TWA-0005,2024-08-01,1.0,0.7499864864864865,0.1959901321423559,1.0,1.0328766798603686,1.7009201541073948
KPG,SC-TWA-0005,2024-09-01,0.0,0.7499864864864865,0.2096643317329347,0.0,1.1903526234529096,1.8370484282359907
KPG,SC-TWA-0005,2024-10-01,0.0,0.7499864864864865,0.4730427151079294,0.0,1.1524468513652872,1.804281218108003
KPG,SC-TWA-0005,2024-11-01,0.0,0.7499864864864865,0.2046671328660786,0.0,1.1696084141944345,1.8191163343548755
KPG,SC-TWA-0005,2024-12-01,0.0,0.7499864864864865,0.2088710756412672,0.0,1.4307680761724666,2.04487281020787
PDG,SC-SUS-0012,2024-07-01,0.0,0.8227460183645106,0.7968822660098978,0.0,0.5485547468607187,1.2845290079164429
PDG,SC-SUS-0012,2024-08-01,0.0,0.8227460183645106,0.3801223035576496,0.0,0.510513110267746,1.2516443512743607
PDG,SC-SUS-0012,2024-09-01,13.0,0.8227460183645106,0.7968822411253953,13.0,0.2625882843619103,1.0373285777393315
PDG,SC-SUS-0012,2024-10-01,0.0,0.8227460183645106,0.7968822227259212,0.0,1.0172690896257006,1.6897037481612651
PDG,SC-SUS-0012,2024-11-01,0.0,0.8227460183645106,4.3280570842111175,0.0,1.1139998139887464,1.7733215139123386
PDG,SC-SUS-0012,2024-12-01,0.0,0.8227460183645106,0.7968821900970245,0.0,1.709951860590522,2.2884854285811875
BKL,SC-FUE-0012,2024-07-01,0.0,0.0416666666666666,0.0832153893977652,0.0,0.0,0.7859105834871029
BKL,SC-FUE-0012,2024-08-01,0.0,0.0416666666666666,0.0832153893947637,0.0,0.0,0.7859105834871029
BKL,SC-FUE-0012,2024-09-01,0.0,0.0416666666666666,0.0832153893948529,0.0,0.0,0.7859105834871029
BKL,SC-FUE-0012,2024-10-01,0.0,0.0416666666666666,0.0832153893950693,0.0,0.0,0.7859105834871029
BKL,SC-FUE-0012,2024-11-01,0.0,0.0416666666666666,0.0832153893882112,0.0,0.0,0.7859105834871029
BKL,SC-FUE-0012,2024-12-01,0.0,0.0416666666666666,0.0832153896021171,0.0,0.2121822363744741,0.9693290852560998
BDG,SC-FUE-0008,2024-07-01,0.0,0.0208333333333333,0.0417354222063881,0.0,0.5817016169163564,1.2881043602801663
BDG,SC-FUE-0008,2024-08-01,0.0,0.0208333333333333,0.0417354222048891,0.0,0.4865030527300867,1.2058110528291666
BDG,SC-FUE-0008,2024-09-01,0.0,0.0208333333333333,0.0417354222049371,0.0,0.2609904607648527,1.0108692779894213
BDG,SC-FUE-0008,2024-10-01,0.0,0.0208333333333333,0.0417354222049367,0.0,0.5873615737552689,1.2929970450836121
BDG,SC-FUE-0008,2024-11-01,0.0,0.0208333333333333,0.0417354222049002,0.0,0.6269353705250174,1.3272061600257676
BDG,SC-FUE-0008,2024-12-01,0.0,0.0208333333333333,0.0417354222060429,0.0,0.8656827985624483,1.533588637183479
PTK,SC-ENG-0010,2024-07-01,0.0,0.4157134960787629,2.4924293915011937,0.0,0.6794806378975591,1.3849773344146459
PTK,SC-ENG-0010,2024-08-01,0.0,0.4157134960787629,1.4497822340441366,0.0,1.126659712757114,1.7715361591997207
PTK,SC-ENG-0010,2024-09-01,0.0,0.4157134960787629,1.449930125994238,0.0,0.9758489404570384,1.6411695159851292
PTK,SC-ENG-0010,2024-10-01,0.0,0.4157134960787629,1.448960744910762,0.0,1.2946019905631407,1.9167119359527263
PTK,SC-ENG-0010,2024-11-01,0.0,0.4157134960787629,7.189788918339139,0.0,1.4672391493726498,2.0659461487669044
PTK,SC-ENG-0010,2024-12-01,0.0,0.4157134960787629,1.4137287718408729,0.0,1.5939006794807469,2.175437256416436
MND,SC-FUE-0012,2024-07-01,0.0,0.104036393713813,-0.0081734964753107,0.0,0.2810853778479507,1.0308420938957579
MND,SC-FUE-0012,2024-08-01,0.0,0.104036393713813,-0.8991892462362084,0.0,0.4385621485662295,1.1669710830237157
MND,SC-FUE-0012,2024-09-01,0.0,0.104036393713813,-0.1680288087904273,0.0,0.0,0.7878610613881478
MND,SC-FUE-0012,2024-10-01,0.0,0.104036393713813,-0.1680238678188682,0.0,0.2451800108506704,0.9998041110153992
MND,SC-FUE-0012,2024-11-01,0.0,0.104036393713813,-0.1679937103061498,0.0,0.2847538076204191,1.0340132259575552
MND,SC-FUE-0012,2024-12-01,0.0,0.104036393713813,-0.5140911702043458,0.0,0.5235012356578499,1.2403957031152661
MRK,SC-FUE-0012,2024-08-01,0.0,0.3630983826342169,0.1933180246327305,0.0,0.7518716094822899,1.4459094563848707
MRK,SC-FUE-0012,2024-10-01,0.0,0.3630983826342169,0.193318033926516,0.0,0.5584894717667311,1.2787424843765545
MRK,SC-FUE-0012,2024-11-01,0.0,0.3630983826342169,2.892181365109189,0.0,0.5980632685364796,1.3129515993187102
MRK,SC-FUE-0012,2024-12-01,0.0,0.3630983826342169,0.1933219294001174,0.0,0.8368106965739102,1.5193340764764212
DPS,SC-SUS-0012,2024-07-01,0.0,0.6574547143520669,0.0829205003809833,0.0,0.5337607127524997,1.2665713478007004
DPS,SC-SUS-0012,2024-08-01,0.0,0.6574547143520669,-0.6372969122435516,0.0,0.4385621485662295,1.1842780403497002
DPS,SC-SUS-0012,2024-09-01,0.0,0.6574547143520669,0.0835555128638432,0.0,0.2130495566009957,0.9893362655099551
DPS,SC-SUS-0012,2024-10-01,0.0,0.6574547143520669,0.2429940324931786,0.0,0.5394206695914118,1.2714640326041458
DPS,SC-SUS-0012,2024-11-01,0.0,0.6574547143520669,0.0837613730526432,0.0,0.5789944663611605,1.3056731475463015
DPS,SC-SUS-0012,2024-12-01,0.0,0.6574547143520669,0.2428045082875231,0.0,0.8177418943985912,1.5120556247040127
KPG,SC-ENG-0015,2024-07-01,0.0,0.0837847222222222,0.1884721092278349,0.0,1.6287876701562816,2.195214563283832
KPG,SC-ENG-0015,2024-08-01,0.0,0.0837847222222222,2.2735574413639537,0.0,1.3341229797591394,1.9404950497168092
KPG,SC-ENG-0015,2024-09-01,0.0,0.0837847222222222,0.1884721181002611,0.0,1.2387015248483046,1.8580090669341867
KPG,SC-ENG-0015,2024-10-01,0.0,0.0837847222222222,0.1884702535997341,0.0,1.2237174070940635,1.8450562181200068
KPG,SC-ENG-0015,2024-11-01,0.0,0.0837847222222222,0.1884797791738994,0.0,1.3963545659035728,1.9942904309341851
KPG,SC-ENG-0015,2024-12-01,0.0,0.0837847222222222,0.1879301338898712,0.0,1.6336318074375344,2.199402022223244
BKL,SC-TWA-0005,2024-07-01,0.0,0.1899999999999999,-0.1631778433023185,0.0,0.3960431033098771,1.1329043070786105
BKL,SC-TWA-0005,2024-08-01,0.0,0.1899999999999999,-0.1631786623366727,0.0,0.3317248569343362,1.0773051363460024
BKL,SC-TWA-0005,2024-09-01,0.0,0.1899999999999999,-0.1631732027620046,0.0,0.4897394414723902,1.2138990324649477
BKL,SC-TWA-0005,2024-10-01,0.0,0.1899999999999999,-0.1632235337295126,0.0,0.3968311233956927,1.1335855020079024
BKL,SC-TWA-0005,2024-11-01,0.0,0.1899999999999999,-0.1627588564704913,0.0,0.4364049201654413,1.1677946169500584
BKL,SC-TWA-0005,2024-12-01,0.0,0.1899999999999999,-0.9976926401071872,0.0,0.7521005433151141,1.4406940792356244
