Part_Number,Year,Month,Raw_Forecast_Demand
SC-TRN-0004,2023,5,2014
SC-TRN-0004,2023,6,2021
SC-TRN-0004,2023,7,2482
SC-TRN-0004,2023,8,2404
SC-TRN-0004,2023,9,1972
SC-TRN-0004,2023,10,1900
SC-TRN-0004,2023,11,1671
SC-TRN-0004,2023,12,2159
SC-TRN-0004,2024,1,2196
SC-TRN-0004,2024,2,1362
SC-TRN-0004,2024,3,2255
SC-TRN-0004,2024,4,2426
SC-TRN-0004,2024,5,2561
SC-TRN-0004,2024,6,1759
SC-TRN-0004,2024,7,2185
SC-TRN-0004,2024,8,1997
SC-TRN-0004,2024,9,2640
SC-TRN-0004,2024,10,2025
SC-TRN-0004,2024,11,1342
SC-TRN-0004,2024,12,1767
SC-FLT-0007,2020,1,147
SC-FLT-0007,2020,2,152
SC-FLT-0007,2020,3,180
SC-FLT-0007,2020,4,151
SC-FLT-0007,2020,5,254
SC-FLT-0007,2020,6,100
SC-FLT-0007,2020,7,176
SC-FLT-0007,2020,8,243
SC-FLT-0007,2020,9,290
SC-FLT-0007,2020,10,322
SC-FLT-0007,2020,11,275
SC-FLT-0007,2020,12,245
SC-FLT-0007,2021,1,264
SC-FLT-0007,2021,2,245
SC-FLT-0007,2021,3,337
SC-FLT-0007,2021,4,251
SC-FLT-0007,2021,5,131
SC-FLT-0007,2021,6,196
SC-FLT-0007,2021,7,220
SC-FLT-0007,2021,8,165
SC-FLT-0007,2021,9,95
SC-FLT-0007,2021,10,158
SC-FLT-0007,2021,11,385
SC-FLT-0007,2021,12,193
SC-FLT-0007,2022,1,293
SC-FLT-0007,2022,2,212
SC-FLT-0007,2022,3,192
SC-FLT-0007,2022,4,276
SC-FLT-0007,2022,5,266
SC-FLT-0007,2022,6,136
SC-FLT-0007,2022,7,279
SC-FLT-0007,2022,8,219
SC-FLT-0007,2022,9,313
SC-FLT-0007,2022,10,76
SC-FLT-0007,2022,11,226
SC-FLT-0007,2022,12,385
SC-FLT-0007,2023,1,158
SC-FLT-0007,2023,2,193
SC-FLT-0007,2023,3,348
SC-FLT-0007,2023,4,376
SC-FLT-0007,2023,5,256
SC-FLT-0007,2023,6,325
SC-FLT-0007,2023,7,505
SC-FLT-0007,2023,8,267
SC-FLT-0007,2023,9,242
SC-FLT-0007,2023,10,352
SC-FLT-0007,2023,11,393
SC-FLT-0007,2023,12,393
SC-FLT-0007,2024,1,256
SC-FLT-0007,2024,2,212
SC-FLT-0007,2024,3,247
SC-FLT-0007,2024,4,385
SC-FLT-0007,2024,5,445
SC-FLT-0007,2024,6,140
SC-FLT-0007,2024,7,280
SC-FLT-0007,2024,8,306
SC-FLT-0007,2024,9,316
SC-FLT-0007,2024,10,207
SC-FLT-0007,2024,11,348
SC-FLT-0007,2024,12,202
SC-ELC-0001,2020,1,22
SC-ELC-0001,2020,2,48
SC-ELC-0001,2020,3,34
SC-ELC-0001,2020,4,83
SC-ELC-0001,2020,5,37
SC-ELC-0001,2020,6,28
SC-ELC-0001,2020,7,79
SC-ELC-0001,2020,8,23
SC-ELC-0001,2020,9,102
SC-ELC-0001,2020,10,65
SC-ELC-0001,2020,11,91
SC-ELC-0001,2020,12,83
SC-ELC-0001,2021,1,70
SC-ELC-0001,2021,2,90
SC-ELC-0001,2021,3,3
SC-ELC-0001,2021,4,18
SC-ELC-0001,2021,5,77
SC-ELC-0001,2021,6,30
SC-ELC-0001,2021,7,123
SC-ELC-0001,2021,8,67
SC-ELC-0001,2021,9,114
SC-ELC-0001,2021,10,126
SC-ELC-0001,2021,11,115
SC-ELC-0001,2021,12,52
SC-ELC-0001,2022,1,67
SC-ELC-0001,2022,2,106
SC-ELC-0001,2022,3,166
SC-ELC-0001,2022,4,97
SC-ELC-0001,2022,5,62
SC-ELC-0001,2022,6,93
SC-ELC-0001,2022,7,8
SC-ELC-0001,2022,8,103
SC-ELC-0001,2022,9,36
SC-ELC-0001,2022,10,36
SC-ELC-0001,2022,11,128
SC-ELC-0001,2022,12,63
SC-ELC-0001,2023,1,1
SC-ELC-0001,2023,2,114
SC-ELC-0001,2023,3,51
SC-ELC-0001,2023,4,184
SC-ELC-0001,2023,5,48
SC-ELC-0001,2023,6,129
SC-ELC-0001,2023,7,209
SC-ELC-0001,2023,8,85
SC-ELC-0001,2023,9,133
SC-ELC-0001,2023,10,89
SC-ELC-0001,2023,11,131
SC-ELC-0001,2023,12,161
SC-ELC-0001,2024,1,130
SC-ELC-0001,2024,2,53
SC-ELC-0001,2024,3,90
SC-ELC-0001,2024,4,101
SC-ELC-0001,2024,5,28
SC-ELC-0001,2024,6,2
SC-ELC-0001,2024,7,118
SC-ELC-0001,2024,8,32
SC-ELC-0001,2024,9,166
SC-ELC-0001,2024,10,91
SC-ELC-0001,2024,11,75
SC-ELC-0001,2024,12,93
SC-FUE-0005,2020,1,209
SC-FUE-0005,2020,2,69
SC-FUE-0005,2020,3,246
SC-FUE-0005,2020,4,118
SC-FUE-0005,2020,5,229
SC-FUE-0005,2020,6,366
SC-FUE-0005,2020,7,226
SC-FUE-0005,2020,8,344
SC-FUE-0005,2020,9,127
SC-FUE-0005,2020,10,392
SC-FUE-0005,2020,11,474
SC-FUE-0005,2020,12,306
SC-FUE-0005,2021,1,351
SC-FUE-0005,2021,2,298
SC-FUE-0005,2021,3,364
SC-FUE-0005,2021,4,380
SC-FUE-0005,2021,5,187
SC-FUE-0005,2021,6,197
SC-FUE-0005,2021,7,342
SC-FUE-0005,2021,8,377
SC-FUE-0005,2021,9,262
SC-FUE-0005,2021,10,369
SC-FUE-0005,2021,11,264
SC-FUE-0005,2021,12,438
SC-FUE-0005,2022,1,305
SC-FUE-0005,2022,2,603
SC-FUE-0005,2022,3,349
SC-FUE-0005,2022,4,475
SC-FUE-0005,2022,5,403
SC-FUE-0005,2022,6,406
SC-FUE-0005,2022,7,341
SC-FUE-0005,2022,8,217
SC-FUE-0005,2022,9,434
SC-FUE-0005,2022,10,425
SC-FUE-0005,2022,11,322
SC-FUE-0005,2022,12,363
SC-FUE-0005,2023,1,371
SC-FUE-0005,2023,2,276
SC-FUE-0005,2023,3,241
SC-FUE-0005,2023,4,214
SC-FUE-0005,2023,5,248
SC-FUE-0005,2023,6,393
SC-FUE-0005,2023,7,263
SC-FUE-0005,2023,8,124
SC-FUE-0005,2023,9,275
SC-FUE-0005,2023,10,417
SC-FUE-0005,2023,11,244
SC-FUE-0005,2023,12,309
SC-FUE-0005,2024,1,332
SC-FUE-0005,2024,2,215
SC-FUE-0005,2024,3,194
SC-FUE-0005,2024,4,421
SC-FUE-0005,2024,5,196
SC-FUE-0005,2024,6,225
SC-FUE-0005,2024,7,421
SC-FUE-0005,2024,8,319
SC-FUE-0005,2024,9,425
SC-FUE-0005,2024,10,270
SC-FUE-0005,2024,11,200
SC-FUE-0005,2024,12,177
SC-TWA-0004,2020,1,148
SC-TWA-0004,2020,2,131
SC-TWA-0004,2020,3,111
SC-TWA-0004,2020,4,220
SC-TWA-0004,2020,5,216
SC-TWA-0004,2020,6,213
SC-TWA-0004,2020,7,185
SC-TWA-0004,2020,8,497
SC-TWA-0004,2020,9,337
SC-TWA-0004,2020,10,535
SC-TWA-0004,2020,11,350
SC-TWA-0004,2020,12,236
SC-TWA-0004,2021,1,604
SC-TWA-0004,2021,2,205
SC-TWA-0004,2021,3,140
SC-TWA-0004,2021,4,222
SC-TWA-0004,2021,5,351
SC-TWA-0004,2021,6,274
SC-TWA-0004,2021,7,427
SC-TWA-0004,2021,8,405
SC-TWA-0004,2021,9,259
SC-TWA-0004,2021,10,377
SC-TWA-0004,2021,11,527
SC-TWA-0004,2021,12,482
SC-TWA-0004,2022,1,409
SC-TWA-0004,2022,2,856
SC-TWA-0004,2022,3,531
SC-TWA-0004,2022,4,401
SC-TWA-0004,2022,5,483
SC-TWA-0004,2022,6,402
SC-TWA-0004,2022,7,342
SC-TWA-0004,2022,8,361
SC-TWA-0004,2022,9,461
SC-TWA-0004,2022,10,209
SC-TWA-0004,2022,11,360
SC-TWA-0004,2022,12,438
SC-TWA-0004,2023,1,306
SC-TWA-0004,2023,2,393
SC-TWA-0004,2023,3,254
SC-TWA-0004,2023,4,314
SC-TWA-0004,2023,5,391
SC-TWA-0004,2023,6,482
SC-TWA-0004,2023,7,544
SC-TWA-0004,2023,8,261
SC-TWA-0004,2023,9,608
SC-TWA-0004,2023,10,366
SC-TWA-0004,2023,11,477
SC-TWA-0004,2023,12,546
SC-TWA-0004,2024,1,488
SC-TWA-0004,2024,2,536
SC-TWA-0004,2024,3,530
SC-TWA-0004,2024,4,505
SC-TWA-0004,2024,5,402
SC-TWA-0004,2024,6,346
SC-TWA-0004,2024,7,565
SC-TWA-0004,2024,8,314
SC-TWA-0004,2024,9,539
SC-TWA-0004,2024,10,239
SC-TWA-0004,2024,11,190
SC-TWA-0004,2024,12,399
SC-CLG-0002,2020,1,334
SC-CLG-0002,2020,2,340
SC-CLG-0002,2020,3,132
SC-CLG-0002,2020,4,579
SC-CLG-0002,2020,5,287
SC-CLG-0002,2020,6,565
SC-CLG-0002,2020,7,135
SC-CLG-0002,2020,8,687
SC-CLG-0002,2020,9,458
SC-CLG-0002,2020,10,198
SC-CLG-0002,2020,11,306
SC-CLG-0002,2020,12,484
SC-CLG-0002,2021,1,291
SC-CLG-0002,2021,2,625
SC-CLG-0002,2021,3,397
SC-CLG-0002,2021,4,651
SC-CLG-0002,2021,5,382
SC-CLG-0002,2021,6,170
SC-CLG-0002,2021,7,324
SC-CLG-0002,2021,8,517
SC-CLG-0002,2021,9,564
SC-CLG-0002,2021,10,271
SC-CLG-0002,2021,11,405
SC-CLG-0002,2021,12,356
SC-CLG-0002,2022,1,600
SC-CLG-0002,2022,2,562
SC-CLG-0002,2022,3,652
SC-CLG-0002,2022,4,365
SC-CLG-0002,2022,5,190
SC-CLG-0002,2022,6,485
SC-CLG-0002,2022,7,501
SC-CLG-0002,2022,8,421
SC-CLG-0002,2022,9,623
SC-CLG-0002,2022,10,676
SC-CLG-0002,2022,11,642
SC-CLG-0002,2022,12,504
SC-CLG-0002,2023,1,617
SC-CLG-0002,2023,2,259
SC-CLG-0002,2023,3,250
SC-CLG-0002,2023,4,690
SC-CLG-0002,2023,5,302
SC-CLG-0002,2023,6,305
SC-CLG-0002,2023,7,419
SC-CLG-0002,2023,8,325
SC-CLG-0002,2023,9,583
SC-CLG-0002,2023,10,366
SC-CLG-0002,2023,11,315
SC-CLG-0002,2023,12,545
SC-CLG-0002,2024,1,431
SC-CLG-0002,2024,2,504
SC-CLG-0002,2024,3,431
SC-CLG-0002,2024,4,576
SC-CLG-0002,2024,5,549
SC-CLG-0002,2024,6,409
SC-CLG-0002,2024,7,507
SC-CLG-0002,2024,8,479
SC-CLG-0002,2024,9,479
SC-CLG-0002,2024,10,297
SC-CLG-0002,2024,11,1037
SC-CLG-0002,2024,12,448
SC-TRN-0005,2020,1,59
SC-TRN-0005,2020,2,42
SC-TRN-0005,2020,3,39
SC-TRN-0005,2020,4,93
SC-TRN-0005,2020,5,39
SC-TRN-0005,2020,6,158
SC-TRN-0005,2020,7,90
SC-TRN-0005,2020,8,47
SC-TRN-0005,2020,9,69
SC-TRN-0005,2020,10,105
SC-TRN-0005,2020,11,161
SC-TRN-0005,2020,12,0
SC-TRN-0005,2021,1,200
SC-TRN-0005,2021,2,157
SC-TRN-0005,2021,3,494
SC-TRN-0005,2021,4,388
SC-TRN-0005,2021,5,292
SC-TRN-0005,2021,6,53
SC-TRN-0005,2021,7,0
SC-TRN-0005,2021,8,149
SC-TRN-0005,2021,9,235
SC-TRN-0005,2021,10,284
SC-TRN-0005,2021,11,118
SC-TRN-0005,2021,12,115
SC-TRN-0005,2022,1,149
SC-TRN-0005,2022,2,108
SC-TRN-0005,2022,3,37
SC-TRN-0005,2022,4,131
SC-TRN-0005,2022,5,60
SC-TRN-0005,2022,6,130
SC-TRN-0005,2022,7,30
SC-TRN-0005,2022,8,141
SC-TRN-0005,2022,9,62
SC-TRN-0005,2022,10,181
SC-TRN-0005,2022,11,150
SC-TRN-0005,2022,12,88
SC-TRN-0005,2023,1,133
SC-TRN-0005,2023,2,204
SC-TRN-0005,2023,3,183
SC-TRN-0005,2023,4,93
SC-TRN-0005,2023,5,122
SC-TRN-0005,2023,6,63
SC-TRN-0005,2023,7,138
SC-TRN-0005,2023,8,78
SC-TRN-0005,2023,9,131
SC-TRN-0005,2023,10,89
SC-TRN-0005,2023,11,12
SC-TRN-0005,2023,12,233
SC-TRN-0005,2024,1,108
SC-TRN-0005,2024,2,104
SC-TRN-0005,2024,3,69
SC-TRN-0005,2024,4,137
SC-TRN-0005,2024,5,156
SC-TRN-0005,2024,6,118
SC-TRN-0005,2024,7,108
SC-TRN-0005,2024,8,179
SC-TRN-0005,2024,9,116
SC-TRN-0005,2024,10,224
SC-TRN-0005,2024,11,196
SC-TRN-0005,2024,12,37
SC-SUS-0009,2020,1,301
SC-SUS-0009,2020,2,332
SC-SUS-0009,2020,3,199
SC-SUS-0009,2020,4,527
SC-SUS-0009,2020,5,483
SC-SUS-0009,2020,6,575
SC-SUS-0009,2020,7,580
SC-SUS-0009,2020,8,418
SC-SUS-0009,2020,9,751
SC-SUS-0009,2020,10,455
SC-SUS-0009,2020,11,407
SC-SUS-0009,2020,12,363
SC-SUS-0009,2021,1,392
SC-SUS-0009,2021,2,524
SC-SUS-0009,2021,3,296
SC-SUS-0009,2021,4,165
SC-SUS-0009,2021,5,338
SC-SUS-0009,2021,6,226
SC-SUS-0009,2021,7,316
SC-SUS-0009,2021,8,313
SC-SUS-0009,2021,9,392
SC-SUS-0009,2021,10,406
SC-SUS-0009,2021,11,328
SC-SUS-0009,2021,12,384
SC-SUS-0009,2022,1,518
SC-SUS-0009,2022,2,596
SC-SUS-0009,2022,3,581
SC-SUS-0009,2022,4,654
SC-SUS-0009,2022,5,738
SC-SUS-0009,2022,6,507
SC-SUS-0009,2022,7,381
SC-SUS-0009,2022,8,685
SC-SUS-0009,2022,9,446
SC-SUS-0009,2022,10,298
SC-SUS-0009,2022,11,706
SC-SUS-0009,2022,12,780
SC-SUS-0009,2023,1,853
SC-SUS-0009,2023,2,424
SC-SUS-0009,2023,3,463
SC-SUS-0009,2023,4,204
SC-SUS-0009,2023,5,345
SC-SUS-0009,2023,6,506
SC-SUS-0009,2023,7,416
SC-SUS-0009,2023,8,905
SC-SUS-0009,2023,9,611
SC-SUS-0009,2023,10,541
SC-SUS-0009,2023,11,518
SC-SUS-0009,2023,12,749
SC-SUS-0009,2024,1,579
SC-SUS-0009,2024,2,798
SC-SUS-0009,2024,3,740
SC-SUS-0009,2024,4,517
SC-SUS-0009,2024,5,435
SC-SUS-0009,2024,6,735
SC-SUS-0009,2024,7,392
SC-SUS-0009,2024,8,777
SC-SUS-0009,2024,9,502
SC-SUS-0009,2024,10,441
SC-SUS-0009,2024,11,764
SC-SUS-0009,2024,12,490
SC-FUE-0006,2020,1,0
SC-FUE-0006,2020,2,0
SC-FUE-0006,2020,3,2
SC-FUE-0006,2020,4,5
SC-FUE-0006,2020,5,2
SC-FUE-0006,2020,6,1
SC-FUE-0006,2020,7,3
SC-FUE-0006,2020,8,10
SC-FUE-0006,2020,9,2
SC-FUE-0006,2020,10,5
SC-FUE-0006,2020,11,15
SC-FUE-0006,2020,12,4
SC-FUE-0006,2021,1,5
SC-FUE-0006,2021,2,4
SC-FUE-0006,2021,3,5
SC-FUE-0006,2021,4,1
SC-FUE-0006,2021,5,5
SC-FUE-0006,2021,6,8
SC-FUE-0006,2021,7,8
SC-FUE-0006,2021,8,4
SC-FUE-0006,2021,9,8
SC-FUE-0006,2021,10,0
SC-FUE-0006,2021,11,2
SC-FUE-0006,2021,12,5
SC-FUE-0006,2022,1,6
SC-FUE-0006,2022,2,11
SC-FUE-0006,2022,3,6
SC-FUE-0006,2022,4,5
SC-FUE-0006,2022,5,3
SC-FUE-0006,2022,6,2
SC-FUE-0006,2022,7,3
SC-FUE-0006,2022,8,4
SC-FUE-0006,2022,9,3
SC-FUE-0006,2022,10,2
SC-FUE-0006,2022,11,2
SC-FUE-0006,2022,12,0
SC-FUE-0006,2023,1,1
SC-FUE-0006,2023,2,0
SC-FUE-0006,2023,3,5
SC-FUE-0006,2023,4,4
SC-FUE-0006,2023,5,2
SC-FUE-0006,2023,6,1
SC-FUE-0006,2023,7,1
SC-FUE-0006,2023,8,5
SC-FUE-0006,2023,9,3
SC-FUE-0006,2023,10,5
SC-FUE-0006,2023,11,7
SC-FUE-0006,2023,12,2
SC-FUE-0006,2024,1,4
SC-FUE-0006,2024,2,7
SC-FUE-0006,2024,3,7
SC-FUE-0006,2024,4,7
SC-FUE-0006,2024,5,4
SC-FUE-0006,2024,6,1
SC-FUE-0006,2024,7,4
SC-FUE-0006,2024,8,5
SC-FUE-0006,2024,9,0
SC-FUE-0006,2024,10,4
SC-FUE-0006,2024,11,4
SC-FUE-0006,2024,12,1
SC-HYD-0005,2020,1,41
SC-HYD-0005,2020,2,6
SC-HYD-0005,2020,3,22
SC-HYD-0005,2020,4,62
SC-HYD-0005,2020,5,45
SC-HYD-0005,2020,6,88
SC-HYD-0005,2020,7,29
SC-HYD-0005,2020,8,27
SC-HYD-0005,2020,9,59
SC-HYD-0005,2020,10,14
SC-HYD-0005,2020,11,56
SC-HYD-0005,2020,12,52
SC-HYD-0005,2021,1,73
SC-HYD-0005,2021,2,72
SC-HYD-0005,2021,3,68
SC-HYD-0005,2021,4,50
SC-HYD-0005,2021,5,47
SC-HYD-0005,2021,6,104
SC-HYD-0005,2021,7,27
SC-HYD-0005,2021,8,63
SC-HYD-0005,2021,9,61
SC-HYD-0005,2021,10,62
SC-HYD-0005,2021,11,70
SC-HYD-0005,2021,12,0
SC-HYD-0005,2022,1,17
SC-HYD-0005,2022,2,0
SC-HYD-0005,2022,3,82
SC-HYD-0005,2022,4,45
SC-HYD-0005,2022,5,57
SC-HYD-0005,2022,6,34
SC-HYD-0005,2022,7,33
SC-HYD-0005,2022,8,16
SC-HYD-0005,2022,9,42
SC-HYD-0005,2022,10,22
SC-HYD-0005,2022,11,80
SC-HYD-0005,2022,12,14
SC-HYD-0005,2023,1,65
SC-HYD-0005,2023,2,97
SC-HYD-0005,2023,3,35
SC-HYD-0005,2023,4,69
SC-HYD-0005,2023,5,40
SC-HYD-0005,2023,6,34
SC-HYD-0005,2023,7,59
SC-HYD-0005,2023,8,62
SC-HYD-0005,2023,9,32
SC-HYD-0005,2023,10,54
SC-HYD-0005,2023,11,24
SC-HYD-0005,2023,12,31
SC-HYD-0005,2024,1,40
SC-HYD-0005,2024,2,42
SC-HYD-0005,2024,3,46
SC-HYD-0005,2024,4,50
SC-HYD-0005,2024,5,92
SC-HYD-0005,2024,6,63
SC-HYD-0005,2024,7,102
SC-HYD-0005,2024,8,25
SC-HYD-0005,2024,9,37
SC-HYD-0005,2024,10,60
SC-HYD-0005,2024,11,59
SC-HYD-0005,2024,12,58
SC-SUS-0010,2020,1,1281
SC-SUS-0010,2020,2,1185
SC-SUS-0010,2020,3,1366
SC-SUS-0010,2020,4,1369
SC-SUS-0010,2020,5,2084
SC-SUS-0010,2020,6,1989
SC-SUS-0010,2020,7,1976
SC-SUS-0010,2020,8,1900
SC-SUS-0010,2020,9,1641
SC-SUS-0010,2020,10,1816
SC-SUS-0010,2020,11,1487
SC-SUS-0010,2020,12,1568
SC-SUS-0010,2021,1,1706
SC-SUS-0010,2021,2,2603
SC-SUS-0010,2021,3,1823
SC-SUS-0010,2021,4,1958
SC-SUS-0010,2021,5,2412
SC-SUS-0010,2021,6,2120
SC-SUS-0010,2021,7,2926
SC-SUS-0010,2021,8,1685
SC-SUS-0010,2021,9,1511
SC-SUS-0010,2021,10,2079
SC-SUS-0010,2021,11,2020
SC-SUS-0010,2021,12,2445
SC-SUS-0010,2022,1,1651
SC-SUS-0010,2022,2,1942
SC-SUS-0010,2022,3,1934
SC-SUS-0010,2022,4,1653
SC-SUS-0010,2022,5,2558
SC-SUS-0010,2022,6,1905
SC-SUS-0010,2022,7,2237
SC-SUS-0010,2022,8,2424
SC-SUS-0010,2022,9,1230
SC-SUS-0010,2022,10,1747
SC-SUS-0010,2022,11,2977
SC-SUS-0010,2022,12,3339
SC-SUS-0010,2023,1,2380
SC-SUS-0010,2023,2,2668
SC-SUS-0010,2023,3,2171
SC-SUS-0010,2023,4,2136
SC-SUS-0010,2023,5,2471
SC-SUS-0010,2023,6,2846
SC-SUS-0010,2023,7,2557
SC-SUS-0010,2023,8,2831
SC-SUS-0010,2023,9,2185
SC-SUS-0010,2023,10,2085
SC-SUS-0010,2023,11,1733
SC-SUS-0010,2023,12,2059
SC-SUS-0010,2024,1,2105
SC-SUS-0010,2024,2,2523
SC-SUS-0010,2024,3,1799
SC-SUS-0010,2024,4,2303
SC-SUS-0010,2024,5,2314
SC-SUS-0010,2024,6,2508
SC-SUS-0010,2024,7,2424
SC-SUS-0010,2024,8,3189
SC-SUS-0010,2024,9,3546
SC-SUS-0010,2024,10,2168
SC-SUS-0010,2024,11,2109
SC-SUS-0010,2024,12,2045
SC-BRK-0004,2020,1,126
SC-BRK-0004,2020,2,108
SC-BRK-0004,2020,3,152
SC-BRK-0004,2020,4,197
SC-BRK-0004,2020,5,520
SC-BRK-0004,2020,6,409
SC-BRK-0004,2020,7,622
SC-BRK-0004,2020,8,670
SC-BRK-0004,2020,9,407
SC-BRK-0004,2020,10,485
SC-BRK-0004,2020,11,551
SC-BRK-0004,2020,12,568
SC-BRK-0004,2021,1,727
SC-BRK-0004,2021,2,1140
SC-BRK-0004,2021,3,621
SC-BRK-0004,2021,4,368
SC-BRK-0004,2021,5,337
SC-BRK-0004,2021,6,503
SC-BRK-0004,2021,7,658
SC-BRK-0004,2021,8,878
SC-BRK-0004,2021,9,452
SC-BRK-0004,2021,10,415
SC-BRK-0004,2021,11,479
SC-BRK-0004,2021,12,747
SC-BRK-0004,2022,1,517
SC-BRK-0004,2022,2,807
SC-BRK-0004,2022,3,502
SC-BRK-0004,2022,4,953
SC-BRK-0004,2022,5,693
SC-BRK-0004,2022,6,769
SC-BRK-0004,2022,7,1095
SC-BRK-0004,2022,8,819
SC-BRK-0004,2022,9,721
SC-BRK-0004,2022,10,657
SC-BRK-0004,2022,11,698
SC-BRK-0004,2022,12,752
SC-BRK-0004,2023,1,710
SC-BRK-0004,2023,2,829
SC-BRK-0004,2023,3,566
SC-BRK-0004,2023,4,714
SC-BRK-0004,2023,5,514
SC-BRK-0004,2023,6,874
SC-BRK-0004,2023,7,307
SC-BRK-0004,2023,8,491
SC-BRK-0004,2023,9,419
SC-BRK-0004,2023,10,347
SC-BRK-0004,2023,11,744
SC-BRK-0004,2023,12,513
SC-BRK-0004,2024,1,715
SC-BRK-0004,2024,2,316
SC-BRK-0004,2024,3,574
SC-BRK-0004,2024,4,655
SC-BRK-0004,2024,5,109
SC-BRK-0004,2024,6,266
SC-BRK-0004,2024,7,313
SC-BRK-0004,2024,8,750
SC-BRK-0004,2024,9,661
SC-BRK-0004,2024,10,694
SC-BRK-0004,2024,11,601
SC-BRK-0004,2024,12,979
SC-FUE-0007,2020,1,2
SC-FUE-0007,2020,2,4
SC-FUE-0007,2020,3,2
SC-FUE-0007,2020,4,8
SC-FUE-0007,2020,5,9
SC-FUE-0007,2020,6,6
SC-FUE-0007,2020,7,5
SC-FUE-0007,2020,8,3
SC-FUE-0007,2020,9,9
SC-FUE-0007,2020,10,0
SC-FUE-0007,2020,11,4
SC-FUE-0007,2020,12,3
SC-FUE-0007,2021,1,7
SC-FUE-0007,2021,2,3
SC-FUE-0007,2021,3,7
SC-FUE-0007,2021,4,12
SC-FUE-0007,2021,5,10
SC-FUE-0007,2021,6,8
SC-FUE-0007,2021,7,7
SC-FUE-0007,2021,8,13
SC-FUE-0007,2021,9,5
SC-FUE-0007,2021,10,12
SC-FUE-0007,2021,11,9
SC-FUE-0007,2021,12,1
SC-FUE-0007,2022,1,0
SC-FUE-0007,2022,2,0
SC-FUE-0007,2022,3,12
SC-FUE-0007,2022,4,8
SC-FUE-0007,2022,5,3
SC-FUE-0007,2022,6,10
SC-FUE-0007,2022,7,0
SC-FUE-0007,2022,8,13
SC-FUE-0007,2022,9,18
SC-FUE-0007,2022,10,8
SC-FUE-0007,2022,11,8
SC-FUE-0007,2022,12,8
SC-FUE-0007,2023,1,4
SC-FUE-0007,2023,2,5
SC-FUE-0007,2023,3,4
SC-FUE-0007,2023,4,6
SC-FUE-0007,2023,5,1
SC-FUE-0007,2023,6,8
SC-FUE-0007,2023,7,13
SC-FUE-0007,2023,8,13
SC-FUE-0007,2023,9,12
SC-FUE-0007,2023,10,10
SC-FUE-0007,2023,11,6
SC-FUE-0007,2023,12,10
SC-FUE-0007,2024,1,7
SC-FUE-0007,2024,2,6
SC-FUE-0007,2024,3,2
SC-FUE-0007,2024,4,14
SC-FUE-0007,2024,5,6
SC-FUE-0007,2024,6,13
SC-FUE-0007,2024,7,5
SC-FUE-0007,2024,8,6
SC-FUE-0007,2024,9,14
SC-FUE-0007,2024,10,7
SC-FUE-0007,2024,11,2
SC-FUE-0007,2024,12,4
SC-SUS-0011,2020,1,19
SC-SUS-0011,2020,2,56
SC-SUS-0011,2020,3,26
SC-SUS-0011,2020,4,61
SC-SUS-0011,2020,5,128
SC-SUS-0011,2020,6,86
SC-SUS-0011,2020,7,27
SC-SUS-0011,2020,8,60
SC-SUS-0011,2020,9,99
SC-SUS-0011,2020,10,75
SC-SUS-0011,2020,11,103
SC-SUS-0011,2020,12,70
SC-SUS-0011,2021,1,80
SC-SUS-0011,2021,2,30
SC-SUS-0011,2021,3,69
SC-SUS-0011,2021,4,0
SC-SUS-0011,2021,5,80
SC-SUS-0011,2021,6,1
SC-SUS-0011,2021,7,69
SC-SUS-0011,2021,8,99
SC-SUS-0011,2021,9,134
SC-SUS-0011,2021,10,97
SC-SUS-0011,2021,11,126
SC-SUS-0011,2021,12,149
SC-SUS-0011,2022,1,82
SC-SUS-0011,2022,2,123
SC-SUS-0011,2022,3,103
SC-SUS-0011,2022,4,137
SC-SUS-0011,2022,5,10
SC-SUS-0011,2022,6,77
SC-SUS-0011,2022,7,123
SC-SUS-0011,2022,8,25
SC-SUS-0011,2022,9,95
SC-SUS-0011,2022,10,18
SC-SUS-0011,2022,11,102
SC-SUS-0011,2022,12,38
SC-SUS-0011,2023,1,36
SC-SUS-0011,2023,2,91
SC-SUS-0011,2023,3,100
SC-SUS-0011,2023,4,121
SC-SUS-0011,2023,5,105
SC-SUS-0011,2023,6,97
SC-SUS-0011,2023,7,100
SC-SUS-0011,2023,8,84
SC-SUS-0011,2023,9,0
SC-SUS-0011,2023,10,83
SC-SUS-0011,2023,11,79
SC-SUS-0011,2023,12,148
SC-SUS-0011,2024,1,47
SC-SUS-0011,2024,2,132
SC-SUS-0011,2024,3,69
SC-SUS-0011,2024,4,73
SC-SUS-0011,2024,5,24
SC-SUS-0011,2024,6,72
SC-SUS-0011,2024,7,78
SC-SUS-0011,2024,8,65
SC-SUS-0011,2024,9,59
SC-SUS-0011,2024,10,104
SC-SUS-0011,2024,11,102
SC-SUS-0011,2024,12,31
SC-HYD-0006,2020,1,436
SC-HYD-0006,2020,2,256
SC-HYD-0006,2020,3,417
SC-HYD-0006,2020,4,419
SC-HYD-0006,2020,5,373
SC-HYD-0006,2020,6,599
SC-HYD-0006,2020,7,59
SC-HYD-0006,2020,8,471
SC-HYD-0006,2020,9,331
SC-HYD-0006,2020,10,432
SC-HYD-0006,2020,11,381
SC-HYD-0006,2020,12,227
SC-HYD-0006,2021,1,472
SC-HYD-0006,2021,2,338
SC-HYD-0006,2021,3,380
SC-HYD-0006,2021,4,619
SC-HYD-0006,2021,5,259
