Part_Number,Year,Month,Raw_Forecast,PSC_Adjustment_Amount,Final_Order_Quantity,Adjustment_Reason
SC-TRN-0005,2022,12,88,-18,70,Customer demand expectation
SC-TRN-0005,2023,1,133,-15,118,Customer demand expectation
SC-TRN-0005,2023,2,204,0,204,
SC-TRN-0005,2023,3,183,-40,143,Inventory consideration
SC-TRN-0005,2023,4,93,0,93,No adjustment
SC-TRN-0005,2023,5,122,-52,70,Customer demand expectation
SC-TRN-0005,2023,6,63,0,63,No adjustment
SC-TRN-0005,2023,7,138,0,138,
SC-TRN-0005,2023,8,78,0,78,
SC-TRN-0005,2023,9,131,-36,95,Customer demand expectation
SC-TRN-0005,2023,10,89,-30,59,Customer demand expectation
SC-TRN-0005,2023,11,12,0,12,
SC-TRN-0005,2023,12,233,0,233,
SC-TRN-0005,2024,1,108,-24,84,Inventory consideration
SC-TRN-0005,2024,2,104,0,104,
SC-TRN-0005,2024,3,69,-10,59,Inventory consideration
SC-TRN-0005,2024,4,137,-39,98,Customer demand expectation
SC-TRN-0005,2024,5,156,-58,98,
SC-TRN-0005,2024,6,118,19,137,Critical part requirement
SC-TRN-0005,2024,7,108,-17,91,Customer demand expectation
SC-TRN-0005,2024,8,179,0,179,No adjustment
SC-TRN-0005,2024,9,116,-40,76,Customer demand expectation
SC-TRN-0005,2024,10,224,30,254,Customer demand expectation
SC-TRN-0005,2024,11,196,-45,151,Inventory consideration
SC-TRN-0005,2024,12,37,-16,21,Customer demand expectation
SC-SUS-0009,2020,1,301,-62,239,Inventory consideration
SC-SUS-0009,2020,2,332,-133,199,Inventory consideration
SC-SUS-0009,2020,3,199,-48,151,Inventory consideration
SC-SUS-0009,2020,4,527,-57,470,Inventory consideration
SC-SUS-0009,2020,5,483,125,608,Critical part requirement
SC-SUS-0009,2020,6,575,0,575,No adjustment
SC-SUS-0009,2020,7,580,-184,396,Customer demand expectation
SC-SUS-0009,2020,8,418,-98,320,Inventory consideration
SC-SUS-0009,2020,9,751,131,882,Lead time consideration
SC-SUS-0009,2020,10,455,-141,314,Customer demand expectation
SC-SUS-0009,2020,11,407,0,407,
SC-SUS-0009,2020,12,363,-39,324,
SC-SUS-0009,2021,1,392,-159,233,Inventory consideration
SC-SUS-0009,2021,2,524,0,524,No adjustment
SC-SUS-0009,2021,3,296,60,356,Customer demand expectation
SC-SUS-0009,2021,4,165,43,208,Lead time consideration
SC-SUS-0009,2021,5,338,0,338,
SC-SUS-0009,2021,6,226,0,226,
SC-SUS-0009,2021,7,316,35,351,Critical part requirement
SC-SUS-0009,2021,8,313,0,313,No adjustment
SC-SUS-0009,2021,9,392,-111,281,
SC-SUS-0009,2021,10,406,56,462,Customer demand expectation
SC-SUS-0009,2021,11,328,-108,220,Customer demand expectation
SC-SUS-0009,2021,12,384,-141,243,Customer demand expectation
SC-SUS-0009,2022,1,518,171,689,Customer demand expectation
SC-SUS-0009,2022,2,596,-134,462,Inventory consideration
SC-SUS-0009,2022,3,581,194,775,Critical part requirement
SC-SUS-0009,2022,4,654,0,654,
SC-SUS-0009,2022,5,738,312,1050,Critical part requirement
SC-SUS-0009,2022,6,507,0,507,
SC-SUS-0009,2022,7,381,0,381,
SC-SUS-0009,2022,8,685,-134,551,Customer demand expectation
SC-SUS-0009,2022,9,446,0,446,
SC-SUS-0009,2022,10,298,99,397,Lead time consideration
SC-SUS-0009,2022,11,706,0,706,
SC-SUS-0009,2022,12,780,-174,606,Customer demand expectation
SC-SUS-0009,2023,1,853,0,853,No adjustment
SC-SUS-0009,2023,2,424,-44,380,Customer demand expectation
SC-SUS-0009,2023,3,463,0,463,
SC-SUS-0009,2023,4,204,30,234,Customer demand expectation
SC-SUS-0009,2023,5,345,0,345,
SC-SUS-0009,2023,6,506,-130,376,Inventory consideration
SC-SUS-0009,2023,7,416,105,521,Lead time consideration
SC-SUS-0009,2023,8,905,0,905,No adjustment
SC-SUS-0009,2023,9,611,213,824,Critical part requirement
SC-SUS-0009,2023,10,541,0,541,No adjustment
SC-SUS-0009,2023,11,518,0,518,
SC-SUS-0009,2023,12,749,-179,570,Inventory consideration
SC-SUS-0009,2024,1,579,0,579,
SC-SUS-0009,2024,2,798,0,798,No adjustment
SC-SUS-0009,2024,3,740,254,994,Critical part requirement
SC-SUS-0009,2024,4,517,0,517,
SC-SUS-0009,2024,5,435,0,435,
SC-SUS-0009,2024,6,735,304,1039,Lead time consideration
SC-SUS-0009,2024,7,392,0,392,No adjustment
SC-SUS-0009,2024,8,777,0,777,No adjustment
SC-SUS-0009,2024,9,502,67,569,Critical part requirement
SC-SUS-0009,2024,10,441,-80,361,Inventory consideration
SC-SUS-0009,2024,11,764,313,1077,Customer demand expectation
SC-SUS-0009,2024,12,490,0,490,
SC-FUE-0006,2020,1,0,0,0,Customer demand expectation
SC-FUE-0006,2020,2,0,0,0,Customer demand expectation
SC-FUE-0006,2020,3,2,0,2,Inventory consideration
SC-FUE-0006,2020,4,5,-2,3,Customer demand expectation
SC-FUE-0006,2020,5,2,0,2,Inventory consideration
SC-FUE-0006,2020,6,1,0,1,Inventory consideration
SC-FUE-0006,2020,7,3,0,3,No adjustment
SC-FUE-0006,2020,8,10,-2,8,Inventory consideration
SC-FUE-0006,2020,9,2,-1,1,Customer demand expectation
SC-FUE-0006,2020,10,5,-1,4,Inventory consideration
SC-FUE-0006,2020,11,15,-2,13,Customer demand expectation
SC-FUE-0006,2020,12,4,-1,3,Inventory consideration
SC-FUE-0006,2021,1,5,0,5,
SC-FUE-0006,2021,2,4,1,5,Critical part requirement
SC-FUE-0006,2021,3,5,-1,4,Inventory consideration
SC-FUE-0006,2021,4,1,0,1,Customer demand expectation
SC-FUE-0006,2021,5,5,-1,4,Inventory consideration
SC-FUE-0006,2021,6,8,0,8,No adjustment
SC-FUE-0006,2021,7,8,-1,7,Inventory consideration
SC-FUE-0006,2021,8,4,-1,3,Inventory consideration
SC-FUE-0006,2021,9,8,-3,5,
SC-FUE-0006,2021,10,0,0,0,Lead time consideration
SC-FUE-0006,2021,11,2,0,2,
SC-FUE-0006,2021,12,5,-2,3,Customer demand expectation
SC-FUE-0006,2022,1,6,-1,5,Inventory consideration
SC-FUE-0006,2022,2,11,-2,9,Inventory consideration
SC-FUE-0006,2022,3,6,-1,5,Customer demand expectation
SC-FUE-0006,2022,4,5,-1,4,Customer demand expectation
SC-FUE-0006,2022,5,3,0,3,No adjustment
SC-FUE-0006,2022,6,2,0,2,
SC-FUE-0006,2022,7,3,-1,2,Inventory consideration
SC-FUE-0006,2022,8,4,0,4,No adjustment
SC-FUE-0006,2022,9,3,0,3,
SC-FUE-0006,2022,10,2,0,2,No adjustment
SC-FUE-0006,2022,11,2,0,2,
SC-FUE-0006,2022,12,0,0,0,Inventory consideration
SC-FUE-0006,2023,1,1,0,1,
SC-FUE-0006,2023,2,0,0,0,Inventory consideration
SC-FUE-0006,2023,3,5,-1,4,Inventory consideration
SC-FUE-0006,2023,4,4,2,6,Customer demand expectation
SC-FUE-0006,2023,5,2,-1,1,Inventory consideration
SC-FUE-0006,2023,6,1,0,1,No adjustment
SC-FUE-0006,2023,7,1,0,1,No adjustment
SC-FUE-0006,2023,8,5,0,5,
SC-FUE-0006,2023,9,3,0,3,Customer demand expectation
SC-FUE-0006,2023,10,5,0,5,
SC-FUE-0006,2023,11,7,0,7,No adjustment
SC-FUE-0006,2023,12,2,0,2,Lead time consideration
SC-FUE-0006,2024,1,4,1,5,Critical part requirement
SC-FUE-0006,2024,2,7,0,7,
SC-FUE-0006,2024,3,7,0,7,No adjustment
SC-FUE-0006,2024,4,7,-2,5,
SC-FUE-0006,2024,5,4,1,5,Lead time consideration
SC-FUE-0006,2024,6,1,0,1,No adjustment
SC-FUE-0006,2024,7,4,0,4,No adjustment
SC-FUE-0006,2024,8,5,-1,4,Inventory consideration
SC-FUE-0006,2024,9,0,0,0,
SC-FUE-0006,2024,10,4,-1,3,Inventory consideration
SC-FUE-0006,2024,11,4,-2,2,Customer demand expectation
SC-FUE-0006,2024,12,1,0,1,
SC-HYD-0005,2020,1,41,0,41,No adjustment
SC-HYD-0005,2020,2,6,0,6,No adjustment
SC-HYD-0005,2020,3,22,-6,16,Inventory consideration
SC-HYD-0005,2020,4,62,25,87,Lead time consideration
SC-HYD-0005,2020,5,45,10,55,Critical part requirement
SC-HYD-0005,2020,6,88,0,88,
SC-HYD-0005,2020,7,29,0,29,
SC-HYD-0005,2020,8,27,0,27,No adjustment
SC-HYD-0005,2020,9,59,-18,41,Inventory consideration
SC-HYD-0005,2020,10,14,0,14,No adjustment
SC-HYD-0005,2020,11,56,-6,50,Customer demand expectation
SC-HYD-0005,2020,12,52,16,68,Critical part requirement
SC-HYD-0005,2021,1,73,-13,60,Inventory consideration
SC-HYD-0005,2021,2,72,0,72,
SC-HYD-0005,2021,3,68,0,68,No adjustment
SC-HYD-0005,2021,4,50,0,50,No adjustment
SC-HYD-0005,2021,5,47,0,47,
SC-HYD-0005,2021,6,104,0,104,
SC-HYD-0005,2021,7,27,-10,17,Inventory consideration
SC-HYD-0005,2021,8,63,0,63,
SC-HYD-0005,2021,9,61,0,61,
SC-HYD-0005,2021,10,62,-22,40,
SC-HYD-0005,2021,11,70,-28,42,Customer demand expectation
SC-HYD-0005,2021,12,0,0,0,Lead time consideration
SC-HYD-0005,2022,1,17,-7,10,Inventory consideration
SC-HYD-0005,2022,2,0,0,0,Inventory consideration
SC-HYD-0005,2022,3,82,0,82,
SC-HYD-0005,2022,4,45,0,45,
SC-HYD-0005,2022,5,57,-10,47,Customer demand expectation
SC-HYD-0005,2022,6,34,0,34,
SC-HYD-0005,2022,7,33,-9,24,
SC-HYD-0005,2022,8,16,-2,14,Customer demand expectation
SC-HYD-0005,2022,9,42,0,42,
SC-HYD-0005,2022,10,22,-9,13,Customer demand expectation
SC-HYD-0005,2022,11,80,-33,47,Inventory consideration
SC-HYD-0005,2022,12,14,3,17,Lead time consideration
SC-HYD-0005,2023,1,65,-20,45,Customer demand expectation
SC-HYD-0005,2023,2,97,-25,72,
SC-HYD-0005,2023,3,35,7,42,Critical part requirement
SC-HYD-0005,2023,4,69,0,69,
SC-HYD-0005,2023,5,40,0,40,No adjustment
SC-HYD-0005,2023,6,34,-15,19,Inventory consideration
SC-HYD-0005,2023,7,59,0,59,No adjustment
SC-HYD-0005,2023,8,62,-27,35,Inventory consideration
SC-HYD-0005,2023,9,32,-12,20,Customer demand expectation
SC-HYD-0005,2023,10,54,-6,48,Customer demand expectation
SC-HYD-0005,2023,11,24,-7,17,Inventory consideration
SC-HYD-0005,2023,12,31,-8,23,Inventory consideration
SC-HYD-0005,2024,1,40,-18,22,Inventory consideration
SC-HYD-0005,2024,2,42,-18,24,Inventory consideration
SC-HYD-0005,2024,3,46,-12,34,Customer demand expectation
SC-HYD-0005,2024,4,50,0,50,
SC-HYD-0005,2024,5,92,0,92,
SC-HYD-0005,2024,6,63,-16,47,Customer demand expectation
SC-HYD-0005,2024,7,102,-17,85,Inventory consideration
SC-HYD-0005,2024,8,25,-4,21,Customer demand expectation
SC-HYD-0005,2024,9,37,-11,26,Inventory consideration
SC-HYD-0005,2024,10,60,0,60,
SC-HYD-0005,2024,11,59,0,59,No adjustment
SC-HYD-0005,2024,12,58,0,58,No adjustment
SC-SUS-0010,2020,1,1281,-509,772,Customer demand expectation
SC-SUS-0010,2020,2,1185,119,1304,Customer demand expectation
SC-SUS-0010,2020,3,1366,0,1366,
SC-SUS-0010,2020,4,1369,415,1784,Critical part requirement
SC-SUS-0010,2020,5,2084,860,2944,Lead time consideration
SC-SUS-0010,2020,6,1989,268,2257,Customer demand expectation
SC-SUS-0010,2020,7,1976,-509,1467,Inventory consideration
SC-SUS-0010,2020,8,1900,0,1900,
SC-SUS-0010,2020,9,1641,416,2057,Lead time consideration
SC-SUS-0010,2020,10,1816,399,2215,
SC-SUS-0010,2020,11,1487,630,2117,Critical part requirement
SC-SUS-0010,2020,12,1568,662,2230,Critical part requirement
SC-SUS-0010,2021,1,1706,-648,1058,Inventory consideration
SC-SUS-0010,2021,2,2603,-540,2063,
SC-SUS-0010,2021,3,1823,627,2450,Lead time consideration
SC-SUS-0010,2021,4,1958,874,2832,Customer demand expectation
SC-SUS-0010,2021,5,2412,759,3171,Lead time consideration
SC-SUS-0010,2021,6,2120,0,2120,
SC-SUS-0010,2021,7,2926,958,3884,Customer demand expectation
SC-SUS-0010,2021,8,1685,306,1991,Customer demand expectation
SC-SUS-0010,2021,9,1511,373,1884,Critical part requirement
SC-SUS-0010,2021,10,2079,862,2941,Lead time consideration
SC-SUS-0010,2021,11,2020,0,2020,No adjustment
SC-SUS-0010,2021,12,2445,-1071,1374,
SC-SUS-0010,2022,1,1651,567,2218,
SC-SUS-0010,2022,2,1942,0,1942,
SC-SUS-0010,2022,3,1934,616,2550,Customer demand expectation
SC-SUS-0010,2022,4,1653,246,1899,Lead time consideration
SC-SUS-0010,2022,5,2558,1111,3669,Customer demand expectation
SC-SUS-0010,2022,6,1905,0,1905,
SC-SUS-0010,2022,7,2237,-846,1391,Inventory consideration
SC-SUS-0010,2022,8,2424,487,2911,Critical part requirement
SC-SUS-0010,2022,9,1230,266,1496,Lead time consideration
SC-SUS-0010,2022,10,1747,-289,1458,Inventory consideration
SC-SUS-0010,2022,11,2977,-681,2296,Customer demand expectation
SC-SUS-0010,2022,12,3339,1490,4829,Lead time consideration
SC-SUS-0010,2023,1,2380,686,3066,
SC-SUS-0010,2023,2,2668,580,3248,Customer demand expectation
SC-SUS-0010,2023,3,2171,240,2411,Customer demand expectation
SC-SUS-0010,2023,4,2136,278,2414,Critical part requirement
SC-SUS-0010,2023,5,2471,-792,1679,Customer demand expectation
SC-SUS-0010,2023,6,2846,1075,3921,
SC-SUS-0010,2023,7,2557,841,3398,Critical part requirement
SC-SUS-0010,2023,8,2831,0,2831,No adjustment
SC-SUS-0010,2023,9,2185,0,2185,
SC-SUS-0010,2023,10,2085,0,2085,
SC-SUS-0010,2023,11,1733,771,2504,Customer demand expectation
SC-SUS-0010,2023,12,2059,-207,1852,Inventory consideration
SC-SUS-0010,2024,1,2105,914,3019,Customer demand expectation
SC-SUS-0010,2024,2,2523,621,3144,Lead time consideration
SC-SUS-0010,2024,3,1799,292,2091,Lead time consideration
SC-SUS-0010,2024,4,2303,440,2743,Lead time consideration
SC-SUS-0010,2024,5,2314,885,3199,Customer demand expectation
SC-SUS-0010,2024,6,2508,-719,1789,Inventory consideration
SC-SUS-0010,2024,7,2424,0,2424,
SC-SUS-0010,2024,8,3189,918,4107,Customer demand expectation
SC-SUS-0010,2024,9,3546,920,4466,Lead time consideration
SC-SUS-0010,2024,10,2168,-238,1930,Customer demand expectation
SC-SUS-0010,2024,11,2109,277,2386,Critical part requirement
SC-SUS-0010,2024,12,2045,0,2045,No adjustment
SC-BRK-0004,2020,1,126,-41,85,Customer demand expectation
SC-BRK-0004,2020,2,108,28,136,Lead time consideration
SC-BRK-0004,2020,3,152,22,174,Lead time consideration
SC-BRK-0004,2020,4,197,-40,157,Customer demand expectation
SC-BRK-0004,2020,5,520,61,581,Critical part requirement
SC-BRK-0004,2020,6,409,51,460,Customer demand expectation
SC-BRK-0004,2020,7,622,-162,460,Customer demand expectation
SC-BRK-0004,2020,8,670,0,670,
SC-BRK-0004,2020,9,407,81,488,Lead time consideration
SC-BRK-0004,2020,10,485,0,485,
SC-BRK-0004,2020,11,551,0,551,No adjustment
SC-BRK-0004,2020,12,568,244,812,Critical part requirement
SC-BRK-0004,2021,1,727,-188,539,Customer demand expectation
SC-BRK-0004,2021,2,1140,0,1140,No adjustment
SC-BRK-0004,2021,3,621,0,621,No adjustment
SC-BRK-0004,2021,4,368,0,368,
SC-BRK-0004,2021,5,337,0,337,No adjustment
SC-BRK-0004,2021,6,503,150,653,Customer demand expectation
SC-BRK-0004,2021,7,658,123,781,Critical part requirement
SC-BRK-0004,2021,8,878,-303,575,Inventory consideration
SC-BRK-0004,2021,9,452,201,653,Customer demand expectation
SC-BRK-0004,2021,10,415,119,534,Lead time consideration
SC-BRK-0004,2021,11,479,0,479,No adjustment
SC-BRK-0004,2021,12,747,-83,664,Inventory consideration
SC-BRK-0004,2022,1,517,0,517,
SC-BRK-0004,2022,2,807,-264,543,Inventory consideration
SC-BRK-0004,2022,3,502,-161,341,Inventory consideration
SC-BRK-0004,2022,4,953,0,953,
SC-BRK-0004,2022,5,693,-77,616,Inventory consideration
SC-BRK-0004,2022,6,769,225,994,Customer demand expectation
SC-BRK-0004,2022,7,1095,227,1322,Critical part requirement
SC-BRK-0004,2022,8,819,182,1001,Critical part requirement
SC-BRK-0004,2022,9,721,-324,397,Inventory consideration
SC-BRK-0004,2022,10,657,-130,527,Inventory consideration
SC-BRK-0004,2022,11,698,224,922,Lead time consideration
SC-BRK-0004,2022,12,752,0,752,No adjustment
SC-BRK-0004,2023,1,710,0,710,
SC-BRK-0004,2023,2,829,0,829,
SC-BRK-0004,2023,3,566,218,784,Critical part requirement
SC-BRK-0004,2023,4,714,0,714,No adjustment
SC-BRK-0004,2023,5,514,0,514,No adjustment
SC-BRK-0004,2023,6,874,0,874,No adjustment
SC-BRK-0004,2023,7,307,-97,210,
SC-BRK-0004,2023,8,491,-73,418,Customer demand expectation
SC-BRK-0004,2023,9,419,0,419,No adjustment
SC-BRK-0004,2023,10,347,125,472,
SC-BRK-0004,2023,11,744,-316,428,Inventory consideration
SC-BRK-0004,2023,12,513,97,610,Lead time consideration
SC-BRK-0004,2024,1,715,170,885,Critical part requirement
SC-BRK-0004,2024,2,316,98,414,Critical part requirement
SC-BRK-0004,2024,3,574,119,693,Critical part requirement
SC-BRK-0004,2024,4,655,280,935,Critical part requirement
SC-BRK-0004,2024,5,109,-33,76,Customer demand expectation
SC-BRK-0004,2024,6,266,-117,149,Inventory consideration
SC-BRK-0004,2024,7,313,-76,237,Inventory consideration
SC-BRK-0004,2024,8,750,-217,533,Customer demand expectation
SC-BRK-0004,2024,9,661,0,661,No adjustment
SC-BRK-0004,2024,10,694,-291,403,Customer demand expectation
SC-BRK-0004,2024,11,601,-146,455,Customer demand expectation
SC-BRK-0004,2024,12,979,-317,662,Inventory consideration
SC-FUE-0007,2020,1,2,0,2,Customer demand expectation
SC-FUE-0007,2020,2,4,0,4,No adjustment
SC-FUE-0007,2020,3,2,0,2,Lead time consideration
SC-FUE-0007,2020,4,8,0,8,No adjustment
SC-FUE-0007,2020,5,9,2,11,Critical part requirement
SC-FUE-0007,2020,6,6,3,9,Lead time consideration
SC-FUE-0007,2020,7,5,2,7,Customer demand expectation
SC-FUE-0007,2020,8,3,0,3,
SC-FUE-0007,2020,9,9,0,9,No adjustment
SC-FUE-0007,2020,10,0,0,0,Critical part requirement
SC-FUE-0007,2020,11,4,1,5,Lead time consideration
SC-FUE-0007,2020,12,3,0,3,Inventory consideration
SC-FUE-0007,2021,1,7,3,10,Lead time consideration
SC-FUE-0007,2021,2,3,0,3,
SC-FUE-0007,2021,3,7,0,7,
SC-FUE-0007,2021,4,12,0,12,No adjustment
SC-FUE-0007,2021,5,10,-3,7,Inventory consideration
SC-FUE-0007,2021,6,8,0,8,No adjustment
SC-FUE-0007,2021,7,7,-1,6,Customer demand expectation
SC-FUE-0007,2021,8,13,6,19,Critical part requirement
SC-FUE-0007,2021,9,5,-1,4,Inventory consideration
SC-FUE-0007,2021,10,12,-4,8,Inventory consideration
SC-FUE-0007,2021,11,9,0,9,No adjustment
SC-FUE-0007,2021,12,1,0,1,Inventory consideration
SC-FUE-0007,2022,1,0,0,0,Critical part requirement
SC-FUE-0007,2022,2,0,0,0,
SC-FUE-0007,2022,3,12,5,17,Lead time consideration
SC-FUE-0007,2022,4,8,0,8,
SC-FUE-0007,2022,5,3,0,3,
SC-FUE-0007,2022,6,10,2,12,Critical part requirement
SC-FUE-0007,2022,7,0,0,0,Customer demand expectation
SC-FUE-0007,2022,8,13,0,13,
SC-FUE-0007,2022,9,18,0,18,
SC-FUE-0007,2022,10,8,-3,5,Customer demand expectation
SC-FUE-0007,2022,11,8,2,10,Customer demand expectation
SC-FUE-0007,2022,12,8,2,10,Lead time consideration
SC-FUE-0007,2023,1,4,1,5,
SC-FUE-0007,2023,2,5,-2,3,Inventory consideration
SC-FUE-0007,2023,3,4,-1,3,Customer demand expectation
SC-FUE-0007,2023,4,6,1,7,Lead time consideration
SC-FUE-0007,2023,5,1,0,1,Critical part requirement
SC-FUE-0007,2023,6,8,3,11,
SC-FUE-0007,2023,7,13,4,17,Customer demand expectation
SC-FUE-0007,2023,8,13,4,17,
SC-FUE-0007,2023,9,12,-5,7,Customer demand expectation
SC-FUE-0007,2023,10,10,-2,8,
SC-FUE-0007,2023,11,6,2,8,Customer demand expectation
SC-FUE-0007,2023,12,10,2,12,Customer demand expectation
SC-FUE-0007,2024,1,7,1,8,
SC-FUE-0007,2024,2,6,-2,4,Customer demand expectation
SC-FUE-0007,2024,3,2,0,2,Lead time consideration
SC-FUE-0007,2024,4,14,0,14,
SC-FUE-0007,2024,5,6,1,7,Critical part requirement
SC-FUE-0007,2024,6,13,0,13,No adjustment
SC-FUE-0007,2024,7,5,2,7,Lead time consideration
SC-FUE-0007,2024,8,6,1,7,
SC-FUE-0007,2024,9,14,-5,9,Inventory consideration
SC-FUE-0007,2024,10,7,1,8,Critical part requirement
SC-FUE-0007,2024,11,2,0,2,Customer demand expectation
SC-FUE-0007,2024,12,4,1,5,Critical part requirement
SC-SUS-0011,2020,1,19,-4,15,Inventory consideration
SC-SUS-0011,2020,2,56,-12,44,Customer demand expectation
SC-SUS-0011,2020,3,26,-6,20,Customer demand expectation
SC-SUS-0011,2020,4,61,-22,39,Customer demand expectation
SC-SUS-0011,2020,5,128,-40,88,Inventory consideration
SC-SUS-0011,2020,6,86,-30,56,
SC-SUS-0011,2020,7,27,-7,20,
SC-SUS-0011,2020,8,60,-23,37,
SC-SUS-0011,2020,9,99,-30,69,Customer demand expectation
SC-SUS-0011,2020,10,75,16,91,Lead time consideration
SC-SUS-0011,2020,11,103,0,103,
SC-SUS-0011,2020,12,70,0,70,No adjustment
SC-SUS-0011,2021,1,80,0,80,No adjustment
SC-SUS-0011,2021,2,30,-6,24,Customer demand expectation
SC-SUS-0011,2021,3,69,0,69,
SC-SUS-0011,2021,4,0,0,0,No adjustment
SC-SUS-0011,2021,5,80,-23,57,
SC-SUS-0011,2021,6,1,0,1,Inventory consideration
SC-SUS-0011,2021,7,69,-8,61,Customer demand expectation
SC-SUS-0011,2021,8,99,0,99,
SC-SUS-0011,2021,9,134,0,134,No adjustment
SC-SUS-0011,2021,10,97,-21,76,Customer demand expectation
SC-SUS-0011,2021,11,126,-20,106,Customer demand expectation
SC-SUS-0011,2021,12,149,-40,109,Inventory consideration
SC-SUS-0011,2022,1,82,0,82,No adjustment
SC-SUS-0011,2022,2,123,0,123,
SC-SUS-0011,2022,3,103,-37,66,
SC-SUS-0011,2022,4,137,-50,87,Inventory consideration
SC-SUS-0011,2022,5,10,-2,8,Customer demand expectation
SC-SUS-0011,2022,6,77,0,77,No adjustment
SC-SUS-0011,2022,7,123,-32,91,Inventory consideration
SC-SUS-0011,2022,8,25,9,34,Critical part requirement
SC-SUS-0011,2022,9,95,-36,59,Customer demand expectation
SC-SUS-0011,2022,10,18,6,24,Lead time consideration
SC-SUS-0011,2022,11,102,-15,87,Inventory consideration
SC-SUS-0011,2022,12,38,0,38,
SC-SUS-0011,2023,1,36,0,36,
SC-SUS-0011,2023,2,91,-27,64,Customer demand expectation
SC-SUS-0011,2023,3,100,-23,77,Inventory consideration
SC-SUS-0011,2023,4,121,-15,106,Customer demand expectation
SC-SUS-0011,2023,5,105,-33,72,Customer demand expectation
SC-SUS-0011,2023,6,97,-35,62,Inventory consideration
SC-SUS-0011,2023,7,100,0,100,No adjustment
SC-SUS-0011,2023,8,84,-33,51,
SC-SUS-0011,2023,9,0,0,0,Inventory consideration
SC-SUS-0011,2023,10,83,0,83,
SC-SUS-0011,2023,11,79,-15,64,Inventory consideration
SC-SUS-0011,2023,12,148,0,148,No adjustment
SC-SUS-0011,2024,1,47,-15,32,Inventory consideration
SC-SUS-0011,2024,2,132,0,132,
SC-SUS-0011,2024,3,69,-12,57,Customer demand expectation
SC-SUS-0011,2024,4,73,25,98,
SC-SUS-0011,2024,5,24,0,24,No adjustment
SC-SUS-0011,2024,6,72,0,72,
SC-SUS-0011,2024,7,78,0,78,No adjustment
SC-SUS-0011,2024,8,65,-16,49,Inventory consideration
SC-SUS-0011,2024,9,59,-8,51,Customer demand expectation
SC-SUS-0011,2024,10,104,0,104,No adjustment
SC-SUS-0011,2024,11,102,-17,85,Inventory consideration
SC-SUS-0011,2024,12,31,-11,20,Customer demand expectation
SC-HYD-0006,2020,1,436,144,580,Lead time consideration
SC-HYD-0006,2020,2,256,97,353,Critical part requirement
SC-HYD-0006,2020,3,417,-156,261,Inventory consideration
SC-HYD-0006,2020,4,419,-177,242,Inventory consideration
SC-HYD-0006,2020,5,373,0,373,No adjustment
SC-HYD-0006,2020,6,599,0,599,No adjustment
SC-HYD-0006,2020,7,59,-10,49,Customer demand expectation
SC-HYD-0006,2020,8,471,-144,327,Inventory consideration
SC-HYD-0006,2020,9,331,0,331,No adjustment
SC-HYD-0006,2020,10,432,-57,375,Inventory consideration
SC-HYD-0006,2020,11,381,-73,308,Customer demand expectation
SC-HYD-0006,2020,12,227,0,227,No adjustment
SC-HYD-0006,2021,1,472,-89,383,Customer demand expectation
SC-HYD-0006,2021,2,338,147,485,Lead time consideration
SC-HYD-0006,2021,3,380,0,380,No adjustment
SC-HYD-0006,2021,4,619,-102,517,Customer demand expectation
SC-HYD-0006,2021,5,259,-81,178,Customer demand expectation
SC-HYD-0006,2021,6,83,0,83,
SC-HYD-0006,2021,7,287,-79,208,Customer demand expectation
SC-HYD-0006,2021,8,294,119,413,
SC-HYD-0006,2021,9,633,0,633,
SC-HYD-0006,2021,10,237,99,336,Customer demand expectation
SC-HYD-0006,2021,11,274,66,340,Critical part requirement
SC-HYD-0006,2021,12,490,-89,401,Inventory consideration
SC-HYD-0006,2022,1,178,70,248,Customer demand expectation
SC-HYD-0006,2022,2,236,0,236,No adjustment
SC-HYD-0006,2022,3,570,0,570,No adjustment
SC-HYD-0006,2022,4,381,-83,298,Customer demand expectation
SC-HYD-0006,2022,5,357,-159,198,Inventory consideration
SC-HYD-0006,2022,6,586,128,714,Customer demand expectation
SC-HYD-0006,2022,7,241,0,241,
SC-HYD-0006,2022,8,359,74,433,Lead time consideration
SC-HYD-0006,2022,9,344,60,404,Lead time consideration
SC-HYD-0006,2022,10,330,62,392,Critical part requirement
SC-HYD-0006,2022,11,302,42,344,Lead time consideration
SC-HYD-0006,2022,12,352,-122,230,Customer demand expectation
SC-HYD-0006,2023,1,659,0,659,No adjustment
SC-HYD-0006,2023,2,479,-184,295,Customer demand expectation
SC-HYD-0006,2023,3,624,0,624,
SC-HYD-0006,2023,4,503,-130,373,Inventory consideration
SC-HYD-0006,2023,5,384,0,384,
SC-HYD-0006,2023,6,322,0,322,
SC-HYD-0006,2023,7,313,0,313,
SC-HYD-0006,2023,8,350,87,437,Critical part requirement
SC-HYD-0006,2023,9,379,-87,292,Customer demand expectation
SC-HYD-0006,2023,10,304,66,370,Customer demand expectation
SC-HYD-0006,2023,11,426,0,426,
SC-HYD-0006,2023,12,442,45,487,Lead time consideration
SC-HYD-0006,2024,1,438,-45,393,Customer demand expectation
SC-HYD-0006,2024,2,418,0,418,No adjustment
SC-HYD-0006,2024,3,589,0,589,No adjustment
SC-HYD-0006,2024,4,540,138,678,Lead time consideration
SC-HYD-0006,2024,5,402,-79,323,Customer demand expectation
SC-HYD-0006,2024,6,303,-60,243,Customer demand expectation
