Branch_ID,Part_Number,Year,Month,Actual_Demand_Qty
GTO,SC-HYD-0009,2021,9,0.0
DPS,SC-TRN-0011,2020,12,0.0
JAY,SC-ELC-0012,2020,5,13.0
AMQ,SC-HYD-0010,2024,4,53.0
BJM,SC-TRN-0009,2020,2,4.0
AMQ,SC-TRN-0016,2023,4,5.0
BJM,SC-BRK-0005,2022,9,
MKS,SC-FLT-0005,2024,2,0.0
SGT,SC-TRN-0012,2022,10,14.0
BTH,SC-ENG-0005,2021,11,13.0
AMQ,SC-ENG-0002,2023,8,16.0
JKT,SC-TRN-0010,2020,12,34.0
SMG,SC-FUE-0009,2023,7,10.0
KPG,SC-TRN-0004,2023,9,47.0
SRG,SC-FLT-0010,2023,1,44.0
MLG,SC-ELC-0010,2021,10,39.0
JMB,SC-HYD-0004,2021,9,26.0
SMG,SC-BRK-0007,2023,7,36.0
BKL,SC-HYD-0016,2022,6,0.0
KPG,SC-HYD-0008,2022,2,14.0
TRK,SC-ENG-0013,2022,10,8.0
PLB,SC-FUE-0015,2024,10,0.0
CRB,SC-SUS-0017,2020,4,45.0
JKT,SC-BRK-0007,2022,3,27.0
BPN2,SC-FLT-0004,2023,3,0.0
CRB,SC-CLG-0004,2024,8,98.0
JMB,SC-TRN-0002,2024,4,
TRK,SC-SUS-0009,2023,9,18.0
PKU,SC-ELC-0011,2023,9,99.0
PKU,SC-SUS-0024,2021,4,77.0
BDG,SC-TRN-0001,2024,8,8.0
DPS,SC-ENG-0009,2020,5,0.0
MTR,SC-SUS-0005,2020,8,3.0
LHK,SC-ENG-0016,2023,12,20.0
YGY,SC-TWA-0008,2023,6,52.0
YGY,SC-SUS-0012,2020,7,0.0
PLB,SC-HYD-0006,2024,5,9.0
SRG,SC-ENG-0012,2020,7,63.0
PLB,SC-TWA-0013,2024,1,11.0
MTR,SC-FUE-0004,2024,3,0.0
KDI,SC-BRK-0001,2024,9,0.0
SGT,SC-TRN-0007,2022,6,2.0
MLG,SC-BRK-0001,2022,11,0.0
BJM,SC-BRK-0012,2020,9,11.0
DPS,SC-ENG-0008,2020,7,5.0
TRK,SC-HYD-0010,2024,9,-113.0
JMB,SC-FUE-0013,2022,11,0.0
SBY,SC-BRK-0008,2021,4,0.0
PTK,SC-ELC-0004,2024,4,2.0
MTR,SC-BRK-0011,2022,2,0.0
SMD,SC-FLT-0014,2023,6,0.0
MTR,SC-HYD-0005,2024,12,0.0
MLG,SC-SUS-0019,2022,10,0.0
CRB,SC-SUS-0003,2022,6,1.0
PKU,SC-ENG-0002,2024,11,68.0
PDG,SC-FUE-0016,2023,11,0.0
JMB,SC-TRN-0018,2024,10,12.0
MKS,SC-ELC-0008,2022,2,21.0
GTO,SC-FUE-0014,2021,11,15.0
MRK,SC-SUS-0021,2020,9,16.0
PKU,SC-SUS-0007,2024,2,0.0
BPN2,SC-FUE-0008,2023,2,0.0
KPG,SC-ENG-0013,2024,1,0.0
MTR,SC-SUS-0003,2023,1,0.0
YGY,SC-BRK-0003,2023,8,0.0
KPG,SC-HYD-0006,2022,12,37.0
CRB,SC-FLT-0009,2024,5,0.0
GTO,SC-ELC-0010,2022,2,38.0
MDN,SC-HYD-0010,2020,6,115.0
BPP,SC-TRN-0009,2021,8,11.0
MKS,SC-SUS-0020,2020,11,40.0
JKT,SC-SUS-0008,2023,5,87.0
JKT,SC-TRN-0013,2020,8,
CRB,SC-FLT-0012,2023,7,0.0
PLB,SC-ELC-0010,2021,1,11.0
SRG,SC-CLG-0008,2021,1,112.0
KPG,SC-FUE-0011,2021,5,32.0
PLU,SC-FUE-0003,2023,2,4.0
BPP,SC-BRK-0008,2022,8,2.0
LHK,SC-BRK-0007,2021,12,12.0
MND,SC-FLT-0002,2022,5,24.0
BJM,SC-TWA-0009,2022,6,4.0
TRK,SC-FLT-0006,2020,10,13.0
DPS,SC-TRN-0016,2022,8,6.0
SMD,SC-SUS-0020,2020,1,22.0
MND,SC-TRN-0005,2021,12,0.0
PLU,SC-ENG-0003,2021,4,1.0
LPG,SC-HYD-0002,2024,9,0.0
MRK,SC-FLT-0013,2021,10,5.0
BPP,SC-FLT-0014,2024,4,0.0
BPP,SC-TWA-0005,2024,1,0.0
JMB,SC-SUS-0016,2023,9,19.0
MND,SC-SUS-0005,2023,7,0.0
MKS,SC-TWA-0006,2021,10,0.0
BKL,SC-TRN-0012,2022,6,10.0
JAY,SC-CLG-0008,2021,6,35.0
LHK,SC-ELC-0011,2020,5,46.0
BPN2,SC-FUE-0016,2022,2,0.0
YGY,SC-FUE-0010,2022,9,54.0
MLG,SC-FUE-0014,2024,2,0.0
MLG,SC-FLT-0013,2023,7,0.0
MTR,SC-TRN-0005,2022,11,0.0
SMG,SC-FLT-0006,2023,5,116.0
MDN,SC-HYD-0015,2023,2,32.0
BJM,SC-TRN-0015,2021,9,0.0
BPN2,SC-TRN-0011,2022,9,0.0
JKT,SC-BRK-0009,2024,5,
SBY,SC-TWA-0004,2021,6,13.0
BKL,SC-SUS-0023,2024,11,0.0
SMD,SC-HYD-0001,2023,2,0.0
PLU,SC-ENG-0007,2020,9,33.0
SRG,SC-TWA-0006,2021,4,3.0
MRK,SC-HYD-0009,2020,7,0.0
SMD,SC-TWA-0001,2024,6,9.0
JKT,SC-TWA-0002,2022,11,58.0
BJM,SC-ELC-0005,2024,2,0.0
JKT,SC-SUS-0009,2024,7,0.0
MRK,SC-ELC-0004,2020,10,0.0
BPN2,SC-TRN-0015,2024,12,0.0
BKL,SC-TRN-0010,2024,5,9.0
SMD,SC-ELC-0010,2022,6,9.0
PLB,SC-SUS-0012,2024,12,0.0
MKS,SC-HYD-0002,2024,12,0.0
BKL,SC-ENG-0007,2020,4,9.0
BTH,SC-TWA-0010,2020,1,0.0
TRK,SC-ENG-0001,2023,2,41.0
KDI,SC-HYD-0002,2023,3,0.0
PKU,SC-ELC-0009,2021,5,133.0
GTO,SC-FLT-0011,2023,1,8.0
PKU,SC-ENG-0005,2021,9,21.0
MND,SC-HYD-0008,2020,5,0.0
LHK,SC-ENG-0001,2020,7,0.0
BJM,SC-ENG-0009,2024,8,0.0
BKL,SC-SUS-0012,2022,8,0.0
SBY,SC-FLT-0005,2020,1,45.0
JAY,SC-HYD-0008,2020,9,0.0
KDI,SC-FUE-0008,2024,4,0.0
MDN,SC-BRK-0004,2021,2,0.0
MTR,SC-HYD-0010,2021,4,61.0
MLG,SC-HYD-0003,2023,7,0.0
PDG,SC-HYD-0001,2021,8,0.0
LPG,SC-BRK-0007,2021,4,17.0
SGT,SC-BRK-0002,2022,11,0.0
PKU,SC-HYD-0009,2022,2,0.0
PDG,SC-TWA-0005,2020,1,0.0
BTH,SC-HYD-0007,2022,12,18.0
PTK,SC-TRN-0015,2020,12,0.0
AMQ,SC-FLT-0012,2020,5,0.0
MND,SC-ENG-0011,2020,9,0.0
GTO,SC-ENG-0004,2023,4,
SMG,SC-TRN-0010,2024,6,41.0
BJM,SC-ELC-0009,2021,9,40.0
PDG,SC-ENG-0016,2023,7,23.0
LHK,SC-TWA-0001,2020,4,0.0
MLG,SC-BRK-0009,2024,2,0.0
AMQ,SC-FUE-0002,2024,1,5.0
GTO,SC-BRK-0002,2022,1,0.0
MND,SC-SUS-0020,2023,7,38.0
BKL,SC-ELC-0011,2023,1,22.0
DPS,SC-SUS-0007,2021,10,0.0
BKL,SC-HYD-0014,2023,3,27.0
PLB,SC-ELC-0009,2021,7,45.0
JAY,SC-ELC-0004,2022,11,2.0
KPG,SC-FUE-0007,2020,4,0.0
MLG,SC-SUS-0010,2021,2,60.0
MLG,SC-ENG-0016,2023,8,50.0
MRK,SC-BRK-0013,2021,6,47.0
PLB,SC-HYD-0003,2021,2,10.0
MRK,SC-TWA-0004,2024,7,19.0
BPN2,SC-TWA-0009,2022,11,
TRK,SC-ENG-0012,2022,4,33.0
LPG,SC-FLT-0014,2021,12,0.0
MKS,SC-ENG-0004,2024,5,16.0
PTK,SC-TRN-0004,2020,1,27.0
JKT,SC-SUS-0018,2020,5,0.0
MKS,SC-FUE-0006,2024,1,0.0
LPG,SC-TRN-0002,2022,1,14.0
SMG,SC-TRN-0003,2021,3,0.0
SMD,SC-ENG-0005,2021,10,9.0
MND,SC-ENG-0003,2023,6,0.0
SOQ,SC-CLG-0006,2023,9,0.0
BDG,SC-TRN-0013,2020,10,6.0
MTR,SC-HYD-0006,2021,4,21.0
SMD,SC-FUE-0013,2024,4,0.0
SGT,SC-ENG-0003,2024,9,0.0
BJM,SC-SUS-0010,2024,12,55.0
MKS,SC-BRK-0010,2023,6,
SBY,SC-HYD-0013,2020,11,10.0
JAY,SC-FLT-0008,2020,1,15.0
DPS,SC-ELC-0009,2021,5,51.0
MND,SC-TRN-0001,2022,2,4.0
MND,SC-FUE-0006,2021,3,0.0
MTR,SC-SUS-0008,2023,3,61.0
BPN2,SC-TWA-0002,2020,9,
PKU,SC-FLT-0012,2020,10,10.0
SMD,SC-TRN-0007,2020,8,1.0
BJM,SC-TWA-0003,2024,7,13.0
SRG,SC-SUS-0021,2021,10,0.0
BPN2,SC-ENG-0009,2022,3,2.0
MRK,SC-HYD-0010,2021,11,54.0
PLB,SC-FUE-0015,2021,11,51.0
SRG,SC-SUS-0012,2024,5,0.0
BPN2,SC-HYD-0009,2024,12,0.0
JKT,SC-ELC-0004,2024,11,0.0
MND,SC-SUS-0008,2024,11,23.0
BTH,SC-TRN-0017,2023,3,2.0
PTK,SC-ENG-0015,2023,5,0.0
BPP,SC-FUE-0013,2024,9,0.0
YGY,SC-SUS-0003,2022,2,0.0
SOQ,SC-FUE-0001,2020,6,
GTO,SC-SUS-0001,2022,10,0.0
PKU,SC-BRK-0013,2024,2,24.0
PDG,SC-TRN-0012,2024,7,6.0
MTR,SC-HYD-0015,2023,11,47.0
BPN2,SC-BRK-0001,2021,9,3.0
BPN2,SC-ENG-0016,2024,2,23.0
BPN2,SC-SUS-0016,2022,10,89.0
DPS,SC-HYD-0010,2021,2,92.0
SMG,SC-TRN-0008,2022,1,39.0
BTH,SC-SUS-0005,2023,1,0.0
SMD,SC-FLT-0012,2020,7,0.0
SMG,SC-TWA-0013,2020,11,0.0
BPP,SC-TRN-0011,2022,2,2.0
JMB,SC-TRN-0009,2023,12,
MND,SC-SUS-0018,2020,4,0.0
PTK,SC-BRK-0012,2023,5,35.0
MRK,SC-SUS-0024,2024,10,80.0
BJM,SC-BRK-0006,2023,4,11.0
KDI,SC-ENG-0015,2020,12,0.0
BJM,SC-SUS-0005,2020,10,0.0
MKS,SC-HYD-0006,2024,8,11.0
BDG,SC-CLG-0005,2023,9,
PKU,SC-ELC-0009,2024,11,100.0
TRK,SC-HYD-0003,2020,1,18.0
PTK,SC-HYD-0015,2021,3,92.0
PLU,SC-FLT-0007,2020,11,6.0
AMQ,SC-FUE-0012,2020,5,0.0
PKU,SC-ENG-0013,2020,1,0.0
TRK,SC-FLT-0014,2024,12,0.0
JKT,SC-TRN-0002,2020,10,114.0
YGY,SC-TWA-0013,2021,8,8.0
JKT,SC-ELC-0008,2020,10,0.0
LHK,SC-TRN-0010,2021,12,19.0
BKL,SC-HYD-0016,2020,7,3.0
YGY,SC-FUE-0010,2023,3,61.0
MDN,SC-SUS-0018,2022,10,0.0
MND,SC-TRN-0013,2024,4,0.0
BJM,SC-SUS-0013,2020,4,0.0
BDG,SC-ENG-0001,2022,8,11.0
SMD,SC-FLT-0002,2021,5,0.0
BDG,SC-CLG-0008,2021,7,16.0
SMD,SC-SUS-0003,2022,8,0.0
LHK,SC-FUE-0002,2020,12,11.0
SOQ,SC-FLT-0004,2021,2,0.0
PLU,SC-CLG-0007,2024,3,9.0
MRK,SC-FUE-0003,2024,11,10.0
BPP,SC-HYD-0014,2020,8,55.0
MLG,SC-TWA-0013,2023,12,0.0
BPN2,SC-SUS-0014,2021,10,0.0
GTO,SC-TRN-0001,2024,3,11.0
JMB,SC-BRK-0011,2020,2,5.0
BDG,SC-HYD-0015,2021,12,23.0
YGY,SC-BRK-0009,2020,4,0.0
BPN2,SC-SUS-0001,2024,12,12.0
BDG,SC-FUE-0005,2020,12,5.0
SBY,SC-FLT-0005,2024,8,83.0
LPG,SC-FLT-0014,2020,1,0.0
KPG,SC-ENG-0004,2020,4,9.0
TRK,SC-FUE-0013,2022,8,
JAY,SC-TRN-0010,2021,6,32.0
MRK,SC-ENG-0011,2022,11,1.0
MTR,SC-HYD-0014,2020,5,79.0
SRG,SC-SUS-0005,2024,4,8.0
PTK,SC-ENG-0011,2024,8,0.0
MDN,SC-FUE-0008,2022,2,1.0
PLU,SC-SUS-0017,2020,4,0.0
MDN,SC-TWA-0012,2021,3,0.0
AMQ,SC-SUS-0024,2020,6,26.0
BDG,SC-HYD-0010,2020,2,28.0
DPS,SC-TWA-0004,2023,8,15.0
KDI,SC-ELC-0006,2023,12,3.0
SBY,SC-SUS-0021,2021,11,27.0
SMD,SC-SUS-0011,2021,11,2.0
MTR,SC-FUE-0016,2024,2,0.0
MTR,SC-TRN-0014,2020,1,63.0
PTK,SC-ELC-0005,2021,2,-3.0
BPN2,SC-FUE-0001,2023,3,53.0
SGT,SC-BRK-0009,2020,5,0.0
BKL,SC-SUS-0018,2022,7,0.0
MDN,SC-FUE-0015,2024,9,80.0
JAY,SC-ELC-0005,2020,4,
PDG,SC-ENG-0006,2023,3,16.0
PLB,SC-ENG-0009,2024,10,0.0
MRK,SC-TWA-0011,2024,12,0.0
BJM,SC-SUS-0020,2023,10,30.0
SBY,SC-HYD-0001,2020,7,0.0
MND,SC-HYD-0008,2022,4,0.0
BJM,SC-TWA-0013,2020,11,5.0
PDG,SC-SUS-0007,2022,8,
BJM,SC-SUS-0009,2020,2,0.0
KPG,SC-ELC-0007,2022,11,-101.0
SGT,SC-SUS-0019,2023,7,0.0
PLB,SC-SUS-0001,2020,7,4.0
SOQ,SC-TRN-0013,2023,12,0.0
KDI,SC-TWA-0005,2022,8,0.0
SMD,SC-CLG-0007,2024,8,15.0
MKS,SC-ELC-0010,2023,8,30.0
PLB,SC-TRN-0013,2020,10,0.0
PLB,SC-SUS-0013,2022,9,0.0
BJM,SC-ENG-0012,2023,6,35.0
YGY,SC-ENG-0009,2022,4,2.0
SMG,SC-ELC-0012,2023,6,24.0
JMB,SC-SUS-0009,2021,4,2.0
PTK,SC-TRN-0001,2024,1,0.0
MDN,SC-SUS-0017,2021,2,0.0
KDI,SC-FLT-0008,2022,3,27.0
SMG,SC-FUE-0011,2021,8,0.0
KDI,SC-ELC-0005,2023,7,0.0
JKT,SC-TRN-0011,2024,1,0.0
BJM,SC-ENG-0014,2020,12,0.0
PLU,SC-ENG-0002,2024,10,89.0
YGY,SC-FLT-0002,2021,1,49.0
MDN,SC-FUE-0016,2021,9,0.0
TRK,SC-SUS-0002,2024,2,31.0
PTK,SC-TWA-0012,2020,7,0.0
JKT,SC-FLT-0003,2023,12,24.0
SRG,SC-BRK-0011,2021,2,8.0
PLB,SC-TRN-0011,2022,1,0.0
MDN,SC-SUS-0017,2023,7,0.0
BDG,SC-TWA-0005,2022,2,0.0
BJM,SC-TRN-0009,2022,10,13.0
MND,SC-FUE-0014,2022,11,1.0
SRG,SC-ENG-0004,2021,4,7.0
YGY,SC-SUS-0018,2023,9,0.0
SMD,SC-FLT-0006,2022,8,10.0
KPG,SC-ELC-0011,2021,11,147.0
MRK,SC-CLG-0005,2020,2,0.0
JKT,SC-FLT-0008,2024,12,0.0
PLU,SC-FUE-0006,2021,5,0.0
LPG,SC-FLT-0009,2020,9,0.0
BDG,SC-ENG-0009,2022,1,0.0
BJM,SC-HYD-0002,2022,9,0.0
LPG,SC-HYD-0003,2023,1,0.0
TRK,SC-TWA-0004,2022,6,0.0
SMG,SC-TWA-0006,2024,8,0.0
PLU,SC-ELC-0011,2022,8,67.0
BDG,SC-TRN-0011,2023,6,5.0
SBY,SC-BRK-0005,2021,12,88.0
JAY,SC-SUS-0016,2020,6,36.0
PDG,SC-ELC-0010,2023,4,13.0
LPG,SC-SUS-0007,2023,12,31.0
CRB,SC-ENG-0013,2024,6,0.0
SRG,SC-FLT-0004,2020,2,5.0
AMQ,SC-BRK-0003,2020,7,23.0
KPG,SC-TRN-0011,2020,11,11.0
PLU,SC-SUS-0005,2022,1,0.0
PKU,SC-FLT-0008,2022,4,0.0
JAY,SC-BRK-0010,2023,12,15.0
SOQ,SC-TRN-0018,2020,11,10.0
MLG,SC-SUS-0017,2022,3,6.0
PDG,SC-FUE-0005,2020,2,0.0
MRK,SC-FLT-0009,2021,7,14.0
LHK,SC-HYD-0012,2024,7,0.0
MND,SC-ENG-0001,2021,1,2.0
MRK,SC-FLT-0003,2024,8,0.0
PLU,SC-SUS-0010,2024,9,71.0
MTR,SC-FUE-0007,2021,11,0.0
PLB,SC-TRN-0012,2021,3,0.0
CRB,SC-HYD-0002,2023,7,0.0
MLG,SC-SUS-0018,2024,9,38.0
KPG,SC-FUE-0006,2022,3,0.0
DPS,SC-ENG-0008,2024,5,9.0
SOQ,SC-SUS-0006,2020,7,0.0
YGY,SC-TRN-0009,2022,7,21.0
MKS,SC-ENG-0004,2024,6,0.0
SOQ,SC-SUS-0009,2024,7,18.0
KPG,SC-ENG-0008,2024,12,14.0
BJM,SC-HYD-0015,2024,5,14.0
BPP,SC-TWA-0010,2022,9,21.0
YGY,SC-TRN-0004,2022,1,84.0
MRK,SC-SUS-0015,2024,11,0.0
KPG,SC-TRN-0003,2021,9,5.0
SMG,SC-SUS-0006,2021,7,4.0
MDN,SC-BRK-0007,2020,3,40.0
DPS,SC-CLG-0007,2022,12,10.0
SOQ,SC-TRN-0008,2024,5,0.0
TRK,SC-SUS-0020,2023,3,109.0
MND,SC-SUS-0018,2024,4,12.0
TRK,SC-ELC-0007,2021,8,39.0
SOQ,SC-TRN-0018,2021,9,
PLU,SC-BRK-0013,2021,6,30.0
MRK,SC-HYD-0002,2021,12,4.0
BKL,SC-ENG-0012,2020,3,9.0
LHK,SC-SUS-0024,2024,6,40.0
LHK,SC-ENG-0010,2022,7,0.0
DPS,SC-ELC-0007,2021,1,33.0
MLG,SC-ELC-0008,2023,2,12.0
BJM,SC-HYD-0013,2023,10,10.0
MRK,SC-SUS-0024,2024,9,76.0
MTR,SC-TWA-0004,2023,5,5.0
SRG,SC-HYD-0011,2023,2,0.0
TRK,SC-FLT-0011,2020,2,
SBY,SC-TRN-0001,2023,10,0.0
BKL,SC-TWA-0006,2022,2,0.0
PDG,SC-TWA-0003,2021,10,0.0
MLG,SC-TRN-0011,2021,5,0.0
SGT,SC-TWA-0009,2020,4,0.0
PKU,SC-TRN-0018,2021,4,31.0
GTO,SC-HYD-0006,2023,2,18.0
BPN2,SC-SUS-0011,2024,2,0.0
BPN2,SC-ELC-0012,2023,7,27.0
BPP,SC-HYD-0012,2020,5,6.0
BTH,SC-SUS-0022,2020,9,16.0
KDI,SC-HYD-0011,2021,3,0.0
SMG,SC-FLT-0012,2024,10,0.0
SGT,SC-FLT-0010,2023,6,62.0
JAY,SC-TRN-0008,2020,4,0.0
GTO,SC-ENG-0014,2024,3,0.0
SBY,SC-TRN-0003,2023,12,0.0
KPG,SC-ENG-0005,2024,10,153.0
BDG,SC-SUS-0013,2024,2,0.0
PKU,SC-ENG-0002,2020,8,44.0
JMB,SC-SUS-0012,2022,10,1.0
PLU,SC-ELC-0009,2021,8,50.0
MDN,SC-SUS-0002,2023,10,45.0
DPS,SC-HYD-0006,2023,12,12.0
PTK,SC-TRN-0002,2024,10,0.0
BPP,SC-CLG-0003,2020,7,17.0
BDG,SC-FUE-0016,2024,12,3.0
LHK,SC-SUS-0020,2020,7,33.0
SOQ,SC-ELC-0001,2020,7,9.0
BPP,SC-HYD-0006,2023,8,9.0
SMD,SC-TWA-0002,2021,6,20.0
SBY,SC-BRK-0007,2024,11,55.0
YGY,SC-FLT-0004,2022,3,0.0
JKT,SC-FLT-0002,2022,9,18.0
BTH,SC-FLT-0008,2024,4,9.0
PTK,SC-BRK-0001,2020,2,0.0
SGT,SC-TWA-0009,2020,8,0.0
SOQ,SC-HYD-0012,2024,12,0.0
CRB,SC-BRK-0008,2020,2,0.0
MTR,SC-TRN-0007,2021,2,1.0
CRB,SC-SUS-0021,2021,2,32.0
JKT,SC-FUE-0001,2021,10,38.0
YGY,SC-SUS-0016,2021,6,89.0
KDI,SC-TWA-0002,2022,11,116.0
LPG,SC-TWA-0011,2020,6,0.0
SGT,SC-ELC-0011,2022,10,48.0
YGY,SC-CLG-0003,2023,4,53.0
LPG,SC-HYD-0007,2023,2,26.0
SRG,SC-BRK-0013,2022,3,34.0
SOQ,SC-ENG-0006,2024,8,0.0
SMD,SC-ELC-0007,2021,7,21.0
MND,SC-FLT-0007,2022,2,6.0
SGT,SC-ELC-0007,2020,5,32.0
SRG,SC-CLG-0004,2023,7,97.0
BKL,SC-TRN-0007,2024,4,0.0
SRG,SC-TWA-0004,2021,3,19.0
BPN2,SC-FUE-0002,2023,1,
JAY,SC-TRN-0001,2020,5,0.0
JAY,SC-ENG-0016,2022,11,33.0
PDG,SC-ELC-0005,2024,4,0.0
CRB,SC-TRN-0004,2021,6,58.0
SMD,SC-TRN-0001,2021,11,
KPG,SC-TRN-0004,2021,3,76.0
YGY,SC-FLT-0014,2023,11,0.0
TRK,SC-HYD-0003,2022,1,19.0
JAY,SC-FLT-0001,2024,10,10.0
LPG,SC-BRK-0002,2021,4,0.0
JMB,SC-ELC-0009,2024,4,27.0
PDG,SC-ELC-0008,2023,8,9.0
MND,SC-HYD-0014,2022,8,63.0
MND,SC-ENG-0002,2020,11,28.0
DPS,SC-TRN-0009,2024,8,16.0
BPN2,SC-TRN-0013,2021,7,0.0
KDI,SC-SUS-0019,2021,12,0.0
PKU,SC-FLT-0001,2024,5,21.0
MLG,SC-HYD-0006,2021,8,0.0
SRG,SC-ENG-0002,2023,12,-83.0
GTO,SC-SUS-0008,2024,6,52.0
YGY,SC-ELC-0002,2021,1,0.0
JMB,SC-TRN-0014,2024,2,36.0
LPG,SC-ELC-0009,2024,11,64.0
PDG,SC-ELC-0012,2023,1,7.0
MTR,SC-ENG-0004,2020,8,3.0
PDG,SC-BRK-0007,2021,10,29.0
JMB,SC-TWA-0009,2020,12,5.0
BJM,SC-FLT-0013,2024,8,11.0
LHK,SC-HYD-0006,2022,11,6.0
BPP,SC-FLT-0006,2021,9,0.0
MKS,SC-TRN-0017,2022,11,0.0
PTK,SC-TRN-0007,2023,4,1.0
PDG,SC-ELC-0011,2024,9,41.0
KDI,SC-HYD-0009,2024,12,9.0
SMD,SC-FUE-0005,2022,8,7.0
TRK,SC-FLT-0005,2023,1,33.0
SGT,SC-SUS-0022,2020,5,12.0
MRK,SC-TRN-0003,2020,12,0.0
BTH,SC-FLT-0002,2023,6,0.0
MLG,SC-SUS-0017,2020,6,0.0
PKU,SC-CLG-0006,2022,4,0.0
YGY,SC-FLT-0003,2024,8,0.0
MRK,SC-FLT-0012,2022,5,0.0
MND,SC-TRN-0013,2023,2,0.0
SGT,SC-FLT-0001,2024,10,13.0
AMQ,SC-TRN-0015,2024,4,-1.0
CRB,SC-ENG-0005,2023,11,30.0
MLG,SC-BRK-0002,2020,5,52.0
AMQ,SC-HYD-0013,2021,9,0.0
BDG,SC-HYD-0006,2023,6,7.0
YGY,SC-ELC-0003,2022,5,28.0
LPG,SC-BRK-0011,2021,9,0.0
PKU,SC-TRN-0014,2023,4,107.0
SBY,SC-FUE-0003,2020,1,1.0
TRK,SC-SUS-0008,2022,1,47.0
SMG,SC-TWA-0011,2020,10,6.0
LHK,SC-TWA-0013,2024,11,0.0
AMQ,SC-FLT-0005,2024,1,-27.0
SMG,SC-SUS-0012,2021,1,0.0
DPS,SC-BRK-0001,2023,7,0.0
TRK,SC-BRK-0005,2022,12,12.0
KPG,SC-CLG-0003,2023,9,62.0
CRB,SC-SUS-0019,2024,10,0.0
KDI,SC-FUE-0004,2024,12,8.0
KDI,SC-ENG-0006,2021,7,5.0
BPN2,SC-TRN-0002,2022,7,84.0
SRG,SC-SUS-0009,2023,12,43.0
KDI,SC-FLT-0007,2020,11,0.0
BDG,SC-TWA-0009,2021,12,3.0
AMQ,SC-HYD-0002,2022,11,2.0
JKT,SC-ENG-0011,2023,9,0.0
MTR,SC-CLG-0005,2022,6,39.0
KDI,SC-SUS-0024,2023,10,0.0
GTO,SC-BRK-0005,2022,11,21.0
LHK,SC-ELC-0003,2024,3,22.0
MTR,SC-FLT-0003,2021,2,19.0
SOQ,SC-SUS-0021,2022,1,14.0
PLB,SC-HYD-0016,2022,4,0.0
MKS,SC-FUE-0016,2020,4,0.0
KPG,SC-FUE-0015,2022,11,116.0
CRB,SC-ELC-0005,2024,7,0.0
PDG,SC-BRK-0003,2023,2,41.0
BKL,SC-BRK-0001,2023,2,0.0
JKT,SC-ELC-0004,2024,7,0.0
JAY,SC-TWA-0005,2022,12,0.0
PDG,SC-SUS-0007,2021,12,31.0
BPP,SC-SUS-0024,2024,1,36.0
JAY,SC-BRK-0012,2021,5,17.0
MKS,SC-TRN-0017,2024,5,0.0
MDN,SC-ENG-0010,2020,9,0.0
BDG,SC-BRK-0013,2021,11,12.0
AMQ,SC-TRN-0001,2023,6,0.0
JKT,SC-FUE-0003,2020,4,-4.0
LPG,SC-TRN-0016,2020,7,5.0
MLG,SC-CLG-0008,2020,9,21.0
JKT,SC-TWA-0004,2022,12,0.0
BJM,SC-TWA-0008,2022,4,0.0
CRB,SC-SUS-0013,2023,7,0.0
MKS,SC-ENG-0007,2022,12,23.0
JKT,SC-ELC-0004,2024,10,0.0
AMQ,SC-SUS-0002,2022,8,14.0
BKL,SC-BRK-0006,2022,3,6.0
PKU,SC-HYD-0007,2020,5,28.0
PTK,SC-TRN-0005,2021,12,0.0
KDI,SC-FUE-0011,2023,6,34.0
MDN,SC-FLT-0004,2024,7,0.0
JKT,SC-TWA-0010,2022,4,9.0
TRK,SC-TWA-0005,2024,1,0.0
PKU,SC-ENG-0012,2021,4,38.0
MKS,SC-FUE-0003,2023,5,0.0
MRK,SC-HYD-0005,2022,7,3.0
BJM,SC-SUS-0012,2024,9,0.0
YGY,SC-SUS-0014,2020,7,1.0
SGT,SC-BRK-0011,2020,10,6.0
LHK,SC-TRN-0003,2024,9,0.0
AMQ,SC-FUE-0003,2023,1,4.0
MDN,SC-TWA-0004,2022,2,24.0
SMD,SC-TWA-0003,2024,5,3.0
LHK,SC-FLT-0014,2022,6,0.0
CRB,SC-SUS-0010,2024,4,100.0
YGY,SC-FLT-0010,2024,10,110.0
PLU,SC-SUS-0003,2021,11,4.0
BJM,SC-SUS-0006,2020,11,2.0
MND,SC-BRK-0007,2024,2,25.0
CRB,SC-HYD-0004,2024,9,79.0
PLU,SC-SUS-0017,2024,7,19.0
PKU,SC-FUE-0003,2022,9,6.0
SMD,SC-FUE-0008,2020,4,0.0
SMG,SC-CLG-0007,2023,3,0.0
DPS,SC-SUS-0020,2020,12,39.0
PLB,SC-FUE-0005,2023,6,3.0
PTK,SC-SUS-0007,2020,5,30.0
GTO,SC-FUE-0011,2020,10,0.0
BJM,SC-BRK-0011,2022,11,0.0
MLG,SC-FUE-0013,2023,11,0.0
SGT,SC-CLG-0005,2021,6,14.0
GTO,SC-HYD-0003,2023,5,28.0
PLU,SC-HYD-0014,2022,7,72.0
PLU,SC-HYD-0009,2021,3,0.0
MLG,SC-TWA-0005,2022,8,0.0
TRK,SC-TWA-0010,2023,9,22.0
BTH,SC-FLT-0011,2020,11,12.0
BDG,SC-SUS-0005,2022,8,0.0
SRG,SC-FUE-0011,2024,11,0.0
MDN,SC-ENG-0008,2023,10,22.0
MKS,SC-SUS-0022,2020,4,27.0
SMD,SC-ENG-0002,2020,4,12.0
BPN2,SC-ENG-0016,2024,10,0.0
